time_0,beta
0,0.10999037541666666
1,0.10932013866666668
2,0.10592227639333335
3,0.10748820918333335
4,0.10232593371
5,0.10768166464000001
6,0.11136406519
7,0.10571504443333332
8,0.10254502888333333
9,0.10137044476666666
10,0.09998521049666667
11,0.10122766634333334
12,0.09043451274666667
13,0.10063972731333333
14,0.10328350978999999
15,0.09969462035333332
16,0.09784719968000002
17,0.09985108321666668
18,0.10245023862
19,0.10535354885666666
20,0.10268446414333333
21,0.10695407605333335
22,0.10743851845999998
23,0.10260668336333333
24,0.09939827051666668
25,0.10492834226333334
26,0.10921678866333336
27,0.11559819383666668
28,0.12363529418
29,0.12106886608333334
30,0.12757693653333335
31,0.12788467995666664
32,0.11945963787333332
33,0.12423542092666665
34,0.13024872695999998
35,0.13190190074
36,0.13911671051
37,0.13739856917999999
38,0.13762845743
39,0.13608766528
40,0.13541909006333333
41,0.14583273687666667
42,0.14121597317999998
43,0.1451696024
44,0.14911150945999999
45,0.15872433833333333
46,0.15763294165
47,0.1517084737866667
48,0.15028549003333333
49,0.14873690624333336
