time_0,beta
0,0.10358621433000001
1,0.10339668812000001
2,0.10428602811
3,0.10796852793333332
4,0.11278964761333332
5,0.11324342309
6,0.11475223692
7,0.11363694155333334
8,0.11371035550999999
9,0.11457578644666663
10,0.11658955996333333
11,0.12021213571333333
12,0.12017585026
13,0.12309684343666667
14,0.12309173861
15,0.13082362985666668
16,0.14255228001
17,0.15108278442666667
18,0.15663142763333332
19,0.15658606563333333
20,0.15919283649999996
21,0.16060149716666666
22,0.1708307827
23,0.17590195806666667
24,0.18086437843333333
25,0.18453537120000002
26,0.19222553423333333
27,0.19493403893333333
28,0.19590094683333334
29,0.19630709156666667
30,0.19392086396666666
31,0.18977626386666666
32,0.18201843143333335
33,0.17325325406666664
34,0.16821071676666666
35,0.16608787146666668
36,0.16520989396666666
37,0.15516496871666666
38,0.15268299123666668
39,0.15042299717666666
40,0.14963333894000003
41,0.15007504933000002
42,0.15385301187
43,0.15276815736
44,0.15461423169666666
45,0.15493498357
46,0.15365357706666666
47,0.15030687542333332
48,0.14528929073333335
49,0.13941369197
