time_0,beta
0,0.1447363499133333
1,0.14126336604
2,0.14966185636666665
3,0.1500038463266667
4,0.15508604361666664
5,0.15875073443333332
6,0.16279981208333336
7,0.16120716131666668
8,0.16113962570333332
9,0.16278476446666665
10,0.16636318366666666
11,0.1793290255
12,0.18132252946666663
13,0.1826577432
14,0.17844045573333334
15,0.17421144016666668
16,0.16716749263333333
17,0.1625433002666667
18,0.1612101328
19,0.15584426066666665
20,0.14971658159666665
21,0.14104188960666666
22,0.13594497196000002
23,0.13013056282333332
24,0.12354203379333333
25,0.11886168925333335
26,0.11442807262666667
27,0.11068597837333333
28,0.10436739184333334
29,0.09769270583999999
30,0.09135860330666666
31,0.08569557654
32,0.07927000350333333
33,0.07469133103333334
34,0.06964175470666667
35,0.06463830032
36,0.05928453414333333
37,0.05480440187333334
38,0.051365151796666675
39,0.04793694872166667
40,0.04161727213
41,0.035487573861999994
42,0.024742048304366666
43,0.017420076567166667
44,0.014321467976200004
45,0.01180920813258
46,0.0100245074517
47,0.008530850784733333
48,0.008016616506566666
49,0.008877116989906666
