time_0,beta
0,0.05493450329833333
1,0.05389474272433334
2,0.05769869769666666
3,0.06294550605033333
4,0.06709400272833332
5,0.07162445129999999
6,0.07415097716666666
7,0.07925931125333333
8,0.07802652653666667
9,0.07729339158333333
10,0.08081864077666666
11,0.07956118634
12,0.08312157177666667
13,0.08128226509333333
14,0.07980555506666666
15,0.07875548306633334
16,0.09438661463
17,0.09284030313333333
18,0.09935091236666667
19,0.10598899312666667
20,0.10446423287666667
21,0.10209578174333332
22,0.11016352808999999
23,0.10822096759333334
24,0.11559534511333332
25,0.12522854779666667
26,0.12650477343333333
27,0.12829296633666668
28,0.13528845237
29,0.13584725506666667
30,0.13545282083666665
31,0.13222891485333332
32,0.1330769787833333
33,0.13951601166333333
34,0.14202318094666666
35,0.14460808633
36,0.14692770577
37,0.14834852545
38,0.14332770491666666
39,0.14238839135666667
40,0.15020735170333335
41,0.15748684118666664
42,0.15694514748
43,0.15344714286666666
44,0.1547147358333333
45,0.15552356309666668
46,0.15952539526666668
47,0.15206154914666667
48,0.15077929576000001
49,0.14487432889666665
