time_0,beta
0,0.03479196399751333
1,0.040603433101
2,0.04128820126733333
3,0.04670168571773334
4,0.051636019031
5,0.06378477350866668
6,0.06174793529000001
7,0.07071416317333333
8,0.07761038790333333
9,0.07923507276
10,0.09556556076333335
11,0.10320712942
12,0.10872830968333332
13,0.11280698636333333
14,0.11448186306333334
15,0.11566513646
16,0.11470616164666665
17,0.11818354567999999
18,0.12114594731333334
19,0.12269296981666668
20,0.1256954271
21,0.13383173715666666
22,0.12954744953
23,0.12665503489666666
24,0.12944218552
25,0.1258434510366667
26,0.13199748963
27,0.12664220155333333
28,0.13051944930666667
29,0.13707615341333332
30,0.14392226534333333
31,0.14090299265
32,0.14875063197000002
33,0.14842847264999998
34,0.14727099904666666
35,0.14457726548666666
36,0.14876039434666666
37,0.13802066541333335
38,0.13501367906666667
39,0.12653678315
40,0.12528713757
41,0.12096888708333334
42,0.11973122027333333
43,0.11469811524333333
44,0.11227078076000001
45,0.10677803167666668
46,0.11060608298
47,0.10701649189333333
48,0.10742455990000001
49,0.10774899583
