time_0,beta
0,0.10924291562
1,0.10462701938333333
2,0.10364322615333332
3,0.11443992988999999
4,0.1118713994766667
5,0.11019242833333331
6,0.11868912201666668
7,0.11616319066333332
8,0.11356450996000002
9,0.11031281597333333
10,0.10300113330666666
11,0.10081266509333335
12,0.10755943756666668
13,0.10415310872333333
14,0.10049008366
15,0.10705476275
16,0.09970525541333333
17,0.09247114435666667
18,0.09530218314333333
19,0.10219712343666666
20,0.10464078728666666
21,0.09755571069666664
22,0.08952358357333333
23,0.09372020243666666
24,0.08710429088
25,0.09677578351
26,0.09540221316333335
27,0.09472694273666667
28,0.09701813014
29,0.09555258624666665
30,0.10825004589333333
31,0.10510089590666666
32,0.12365372454333333
33,0.12325631458666665
34,0.13278390578
35,0.13135659299666666
36,0.13453228940999998
37,0.12893439734999998
38,0.11927762753333333
39,0.12141332213333333
40,0.12354868034000001
41,0.12463778803333331
42,0.12216201654333332
43,0.11919327065999999
44,0.11631178093666666
45,0.11375792320333332
46,0.10714900165666667
47,0.10933973790666665
48,0.10776397223000002
49,0.12887913103
