time_0,beta
0,0.10695407605333335
1,0.10743851845999998
2,0.10260668336333333
3,0.09939827051666668
4,0.10492834226333334
5,0.10921678866333336
6,0.11559819383666668
7,0.12363529418
8,0.12106886608333334
9,0.12757693653333335
10,0.12788467995666664
11,0.11945963787333332
12,0.12423542092666665
13,0.13024872695999998
14,0.13190190074
15,0.13911671051
16,0.13739856917999999
17,0.13762845743
18,0.13608766528
19,0.13541909006333333
20,0.14583273687666667
21,0.14121597317999998
22,0.1451696024
23,0.14911150945999999
24,0.15872433833333333
25,0.15763294165
26,0.1517084737866667
27,0.15028549003333333
28,0.14873690624333336
29,0.14330354552333333
30,0.14383207320666666
31,0.14330074907333337
32,0.13877799233333335
33,0.14517222876666666
34,0.14361497809999998
35,0.1447363499133333
36,0.14126336604
37,0.14966185636666665
38,0.1500038463266667
39,0.15508604361666664
40,0.15875073443333332
41,0.16279981208333336
42,0.16120716131666668
43,0.16113962570333332
44,0.16278476446666665
45,0.16636318366666666
46,0.1793290255
47,0.18132252946666663
48,0.1826577432
49,0.17844045573333334
