time_0,beta
0,0.1765302003
1,0.1750925822
2,0.17330486806666667
3,0.16980457642
4,0.1701666631
5,0.1685878378333333
6,0.1698063617666667
7,0.15863150706666668
8,0.15070094105333334
9,0.15118304436666666
10,0.1543701907
11,0.15184091588333332
12,0.15148588468
13,0.14592700923333335
14,0.13845976943333332
15,0.13526219418
16,0.1319242937033333
17,0.13171013277
18,0.13806423200999998
19,0.14184421369999997
20,0.14696431877
21,0.14863901767
22,0.14407840483
23,0.13784191351
24,0.1327258646466667
25,0.12987520287999998
26,0.12311055930666666
27,0.11666598414666667
28,0.11091790687666667
29,0.10528130335000001
30,0.09900274851666666
31,0.09518243629333334
32,0.08807567101666668
33,0.08201492584
34,0.07810903748
35,0.07251473474666667
36,0.06731927245666668
37,0.06014674431333333
38,0.05772897749999999
39,0.053741575656666665
40,0.05192157881666667
41,0.049086463723333335
42,0.05067491801466666
43,0.048170165891666665
44,0.05106163160333333
45,0.054918462470000005
46,0.06656029896
47,0.07153063359
48,0.07415201207333334
49,0.07365233523333334
