time_0,beta
0,0.08856787575000001
1,0.08805386772333333
2,0.08793642057333334
3,0.08733589771333333
4,0.09099152411333333
5,0.09498397911666667
6,0.09450792967333334
7,0.09633305449333332
8,0.11212278966666667
9,0.11479740796333332
10,0.11789682119666665
11,0.12028713255
12,0.12234620152333332
13,0.12414708900666667
14,0.12468617545666667
15,0.12189205974333334
16,0.12198688441666666
17,0.12662916566666665
18,0.12584352638666668
19,0.13174152967
20,0.12914848777666668
21,0.13282099450333335
22,0.13316951359666665
23,0.12990814851333332
24,0.12387404113000003
25,0.12272079083000001
26,0.11361457477999998
27,0.11114623109666667
28,0.10556018696333333
29,0.10401097456
30,0.09809228390333334
31,0.09951711714333333
32,0.10680705757333332
33,0.11202162759333334
34,0.1096546813
35,0.1060372586
36,0.10884624897666666
37,0.10397217562333333
38,0.11187052005
39,0.11201517353666667
40,0.11171487868666667
41,0.11635548826666667
42,0.11838074682000001
43,0.11668629826
44,0.12056520073666666
45,0.11786696426000001
46,0.12275786385000001
47,0.12883591516333334
48,0.12863547800666666
49,0.12234883323000001
