time_0,beta
0,0.07251473474666667
1,0.06731927245666668
2,0.06014674431333333
3,0.05772897749999999
4,0.053741575656666665
5,0.05192157881666667
6,0.049086463723333335
7,0.05067491801466666
8,0.048170165891666665
9,0.05106163160333333
10,0.054918462470000005
11,0.06656029896
12,0.07153063359
13,0.07415201207333334
14,0.07365233523333334
15,0.06744043632666667
16,0.06576346174333333
17,0.07439485732333334
18,0.07889456777
19,0.07872943155666666
20,0.08276013188
21,0.08206285049333333
22,0.07455918385333334
23,0.07981755854
24,0.08869440714333333
25,0.08324115005333334
26,0.08396064359333334
27,0.08837572438666666
28,0.08892796575666667
29,0.08721904549666668
30,0.08844416887666666
31,0.09297040214333334
32,0.09841208169666665
33,0.10672840595666667
34,0.11263288529
35,0.11295312228333332
36,0.11153187682
37,0.10915885033666668
38,0.11656734676999998
39,0.11242639639666666
40,0.10744546746000003
41,0.10549462723666667
42,0.10188382939333335
43,0.09576102499000001
44,0.09634269770666666
45,0.10272055395
46,0.09576336169666667
47,0.10030757499666666
48,0.0988852206
49,0.08588954081
