time_0,beta
0,0.08950337546666667
1,0.07587564067
2,0.07477986476666668
3,0.06731297206333332
4,0.061324864958333336
5,0.059612160366666674
6,0.05660086729666666
7,0.06165127680333332
8,0.061793499370000005
9,0.06730538265
10,0.06561651417666667
11,0.07432817483333334
12,0.07348596851666667
13,0.08506862479333334
14,0.08334125889
15,0.08500904010333332
16,0.08572122027000001
17,0.08941041637333333
18,0.08429602744666667
19,0.08248461393333334
20,0.07797931966666667
21,0.07528046046666667
22,0.0783592295
23,0.08195508297
24,0.09470342969333333
25,0.09006100143333333
26,0.08456307115666667
27,0.08370411865
28,0.07976339355666666
29,0.07443757744333332
30,0.06996559045
31,0.07375649920666667
32,0.06889771738333333
33,0.06809940438666667
34,0.06822904815333333
35,0.07359876255333334
36,0.08005648403333333
37,0.08336678366
38,0.08128984916666666
39,0.07760760963
40,0.07540470320666666
41,0.07405127313333333
42,0.07544813809666666
43,0.07835500500666667
44,0.07454225003
45,0.07328399409333333
46,0.07229928087666666
47,0.06656391199
48,0.06458662605666668
49,0.05776144565000001
