time_0,mean_temp,max_rel_humidity,sun_duration,wind_speed,swave_radiation,google_search
0,5.2,96,0.0,33.5,2.57,87
1,7.2,98,19491.86,30.6,9.96,89
2,4.9,56,38596.7,45.9,17.88,93
3,9.2,86,38882.96,21.5,18.99,72
4,8.6,88,38973.88,15.0,17.45,76
5,11.5,91,39171.43,15.8,18.43,71
6,14.8,84,29947.31,24.1,13.36,61
7,9.2,91,39463.76,20.7,16.46,69
8,10.8,78,36549.82,28.8,17.24,74
9,6.6,62,35376.42,20.6,14.91,70
10,3.5,80,33890.41,27.8,16.0,79
11,5.8,89,31100.38,30.7,11.88,53
12,0.7,53,40809.7,30.3,19.84,55
13,0.8,73,39252.54,18.9,19.92,88
14,5.7,97,0.0,33.3,1.42,64
15,2.5,62,41302.86,33.5,21.96,72
16,3.9,63,41466.36,22.1,21.77,87
17,5.5,83,21100.32,18.8,12.33,76
18,7.3,95,0.0,11.2,6.2,81
19,8.4,98,0.0,18.5,4.16,60
20,7.3,84,39114.14,34.5,21.45,68
21,8.0,75,32697.35,24.3,20.16,72
22,10.4,85,42268.4,20.3,20.39,74
23,8.4,89,5193.35,13.2,7.28,0
24,7.2,96,0.0,20.7,3.24,50
25,5.7,94,0.0,39.8,3.95,68
26,5.6,95,17748.98,38.8,11.54,86
27,5.3,87,43144.96,28.5,17.52,53
28,6.8,79,32426.59,27.9,13.9,100
29,7.0,86,41468.62,24.1,17.12,70
30,8.8,89,40541.27,14.2,21.24,86
31,14.0,90,43200.0,18.2,23.07,51
32,12.1,94,31432.54,16.6,14.76,68
33,12.3,97,13077.97,29.4,11.29,61
34,15.5,97,28696.59,39.0,14.35,84
35,9.5,73,0.0,35.3,5.99,59
36,14.1,66,42563.77,23.8,20.42,65
37,18.1,95,43451.39,24.6,21.59,52
38,14.2,68,43902.98,18.5,25.52,57
39,10.6,96,22136.79,18.4,13.53,55
40,8.5,96,7200.0,25.0,7.67,71
41,8.5,94,37665.05,20.4,20.23,42
42,12.8,96,32642.77,28.8,19.52,54
43,7.5,77,25030.37,23.0,15.82,47
44,8.6,74,45205.79,17.0,26.29,81
45,9.2,88,45296.6,27.8,26.48,39
46,13.4,65,36629.05,32.0,21.48,44
47,7.6,81,45565.64,22.0,24.24,44
48,7.9,98,45750.57,19.2,24.34,37
49,9.0,90,35787.81,27.1,21.53,58
