time_0,mean_temp,max_rel_humidity,sun_duration,wind_speed,swave_radiation,google_search
0,19.6,92,43070.86,24.2,22.91,0
1,25.1,87,43130.48,16.8,21.4,0
2,26.8,94,41178.81,18.1,19.46,0
3,28.0,92,41671.95,14.1,20.06,0
4,28.8,91,42836.78,9.4,21.71,46
5,27.6,92,40510.55,18.5,17.68,35
6,25.1,99,31763.07,16.1,15.86,0
7,23.6,100,22195.36,12.6,11.99,38
8,21.8,100,9630.55,10.7,7.25,34
9,22.8,98,33047.02,10.5,16.07,0
10,23.0,99,41763.5,11.9,18.31,0
11,22.2,98,24869.7,11.9,11.83,39
12,20.2,98,41919.12,16.9,20.97,0
13,17.2,76,39814.57,23.3,18.62,49
14,18.9,72,36842.12,22.0,17.2,40
15,18.3,92,26300.11,14.8,15.62,47
16,18.8,96,2966.63,17.3,5.1,52
17,17.8,90,41126.56,21.5,20.05,32
18,17.1,91,39089.31,14.3,19.14,53
19,16.7,91,40803.63,13.0,19.76,42
20,17.1,98,35286.1,22.6,15.46,62
21,15.0,95,0.0,31.4,3.89,87
22,17.1,96,439.23,31.9,3.45,57
23,16.0,97,0.0,30.8,3.12,74
24,15.1,94,2533.43,24.6,5.77,50
25,13.6,84,38703.73,19.4,15.39,51
26,14.2,94,7200.0,17.5,6.44,56
27,15.1,97,6189.19,25.5,4.86,68
28,16.2,96,25480.23,20.4,11.73,61
29,18.8,93,38682.24,18.7,17.96,82
30,19.7,97,38488.98,16.0,15.82,44
31,19.2,100,37891.21,8.6,17.11,44
32,20.0,100,38308.81,12.6,16.92,43
33,17.8,100,38205.34,17.4,16.8,72
34,19.7,99,4884.76,15.0,7.63,100
35,17.0,99,6415.17,29.1,6.23,63
36,12.8,78,38011.73,24.5,14.88,50
37,11.4,88,30759.75,23.9,13.23,56
38,13.3,96,36809.04,19.7,13.39,29
39,13.9,97,37547.23,14.2,16.49,50
40,13.7,100,37382.44,11.0,15.57,63
41,12.7,85,37217.59,14.0,16.38,88
42,10.4,94,0.0,16.7,2.07,61
43,12.0,96,34713.22,24.8,13.58,77
44,11.5,90,36719.41,19.9,13.72,84
45,12.1,95,36378.09,12.1,12.31,53
46,12.1,100,35324.06,8.9,11.37,58
47,12.6,100,34936.48,19.6,13.74,38
48,15.1,99,728.43,25.7,3.75,81
49,14.5,100,13185.87,25.6,5.36,64
