time_0,mean_temp,max_rel_humidity,sun_duration,wind_speed,swave_radiation,google_search
0,8.5,90,25218.75,11.0,8.92,23
1,10.3,97,26243.79,14.8,8.08,34
2,7.9,88,32984.59,12.6,10.99,37
3,13.9,91,15164.81,20.3,7.03,27
4,7.4,72,32188.53,19.3,11.93,42
5,9.1,100,14351.94,12.0,4.97,56
6,8.1,92,0.0,16.3,2.38,53
7,7.2,93,30525.57,18.1,9.9,22
8,2.8,94,32121.59,13.3,10.45,38
9,3.1,93,28211.21,13.6,10.4,32
10,6.0,87,31893.91,27.9,8.94,22
11,4.9,99,30641.77,14.7,9.81,46
12,8.7,96,31679.73,10.5,10.76,30
13,11.5,95,29222.68,18.5,9.11,48
14,9.9,97,24407.28,25.9,8.84,61
15,6.0,76,31401.31,20.9,10.49,40
16,3.1,86,31286.29,18.7,10.71,35
17,3.8,91,4525.36,29.8,3.7,28
18,11.1,99,25344.7,38.3,7.92,44
19,7.9,79,31069.77,20.9,9.99,54
20,5.1,87,30989.16,22.7,9.68,57
21,0.4,81,30916.46,15.8,8.94,40
22,4.2,94,18403.9,34.3,5.92,39
23,7.4,96,23860.98,37.6,7.88,45
24,0.8,55,30690.64,28.9,9.44,45
25,-1.3,69,27621.35,21.0,9.37,52
26,2.9,67,30503.99,17.6,9.54,45
27,4.9,95,8903.67,14.3,3.54,50
28,8.7,100,27290.56,16.3,7.25,58
29,8.5,100,0.0,19.1,1.27,58
30,7.2,100,24498.58,21.0,7.05,50
31,3.8,84,16953.58,14.7,6.4,42
32,1.4,91,22024.93,22.3,6.09,39
33,0.1,90,10800.0,17.5,4.04,67
34,2.9,100,28329.88,11.0,8.41,45
35,6.6,100,29249.18,12.0,8.32,60
36,11.7,97,7200.0,29.2,3.27,81
37,5.8,98,22486.11,35.1,6.99,51
38,2.1,81,29686.15,18.1,9.01,49
39,2.9,78,29485.61,18.2,8.83,77
40,0.4,81,29300.17,13.1,8.48,80
41,4.4,72,29295.82,16.6,8.66,96
42,6.0,91,29053.74,12.6,8.41,98
43,9.4,98,0.0,23.0,2.26,78
44,11.5,98,5624.41,53.5,2.25,98
45,2.8,70,28757.67,24.0,8.35,85
46,1.2,74,29240.5,16.4,8.65,70
47,0.8,85,29178.11,20.9,8.77,100
48,-2.2,78,28800.0,13.1,8.15,98
49,0.6,96,4535.65,9.7,3.49,100
