time_0,mean_temp,max_rel_humidity,sun_duration,wind_speed,swave_radiation,google_search
0,17.0,99,6415.17,29.1,6.23,64
1,12.8,78,38011.73,24.5,14.88,51
2,11.4,88,30759.75,23.9,13.23,57
3,13.3,96,36809.04,19.7,13.39,29
4,13.9,97,37547.23,14.2,16.49,51
5,13.7,100,37382.44,11.0,15.57,64
6,12.7,85,37217.59,14.0,16.38,88
7,10.4,94,0.0,16.7,2.07,62
8,12.0,96,34713.22,24.8,13.58,78
9,11.5,90,36719.41,19.9,13.72,85
10,12.1,95,36378.09,12.1,12.31,53
11,12.1,100,35324.06,8.9,11.37,58
12,12.6,100,34936.48,19.6,13.74,39
13,15.1,99,728.43,25.7,3.75,82
14,14.5,100,13185.87,25.6,5.36,65
15,11.4,79,27275.96,27.5,10.68,57
16,10.5,84,35121.74,22.2,14.28,60
17,10.5,98,35017.61,11.9,13.04,65
18,14.2,89,33963.61,14.7,13.21,90
19,16.9,87,34399.93,14.4,13.46,54
20,17.4,81,21119.6,14.8,8.19,52
21,20.5,87,34138.09,18.7,12.38,59
22,12.7,97,847.01,19.2,3.46,70
23,13.7,100,9566.81,25.0,5.77,54
24,9.1,75,21600.0,18.1,9.03,32
25,6.6,90,22156.89,23.3,8.4,52
26,4.3,90,33797.68,12.2,12.71,63
27,6.4,93,33714.02,17.7,12.64,62
28,8.5,90,25218.75,11.0,8.92,37
29,10.3,97,26243.79,14.8,8.08,56
30,7.9,88,32984.59,12.6,10.99,61
31,13.9,91,15164.81,20.3,7.03,45
32,7.4,72,32188.53,19.3,11.93,69
33,9.1,100,14351.94,12.0,4.97,91
34,8.1,92,0.0,16.3,2.38,87
35,7.2,93,30525.57,18.1,9.9,35
36,2.8,94,32121.59,13.3,10.45,62
37,3.1,93,28211.21,13.6,10.4,53
38,6.0,87,31893.91,27.9,8.94,37
39,4.9,99,30641.77,14.7,9.81,75
40,8.7,96,31679.73,10.5,10.76,50
41,11.5,95,29222.68,18.5,9.11,79
42,9.9,97,24407.28,25.9,8.84,100
43,6.0,76,31401.31,20.9,10.49,65
44,3.1,86,31286.29,18.7,10.71,57
45,3.8,91,4525.36,29.8,3.7,45
46,11.1,99,25344.7,38.3,7.92,72
47,7.9,79,31069.77,20.9,9.99,88
48,5.1,87,30989.16,22.7,9.68,93
49,0.4,81,30916.46,15.8,8.94,65
