time_0,mean_temp,max_rel_humidity,sun_duration,wind_speed,swave_radiation,google_search
0,1.0,75,33202.82,24.2,12.09,82
1,0.8,72,33347.93,14.8,12.44,63
2,0.8,70,33495.36,28.2,12.58,69
3,-0.4,65,33644.91,19.1,12.63,47
4,1.5,75,33796.36,12.7,12.62,61
5,2.0,91,33949.55,10.5,12.52,81
6,5.1,97,28484.15,14.9,10.66,72
7,8.2,93,19513.34,16.6,8.46,67
8,6.7,97,841.28,15.6,6.16,69
9,3.9,91,26128.83,11.3,11.68,51
10,0.8,94,14399.59,25.6,7.02,66
11,-2.0,82,34817.17,25.7,14.97,76
12,-1.1,75,29321.77,22.3,12.6,84
13,1.2,78,34990.02,31.2,14.84,53
14,-1.1,94,25808.47,21.7,12.4,84
15,-2.0,74,35231.79,29.4,15.31,80
16,-0.4,76,35370.6,20.8,15.61,74
17,-2.8,78,35468.09,13.1,15.62,62
18,-1.2,88,31214.94,15.0,11.09,76
19,0.9,99,31299.21,19.8,13.31,91
20,4.4,100,5436.31,12.8,6.24,64
21,2.2,94,27401.0,21.4,13.0,87
22,-2.3,84,36328.67,16.2,16.5,100
23,3.3,95,35855.85,13.5,13.94,81
24,7.6,100,32349.14,26.1,14.37,46
25,13.5,96,2666.25,34.2,5.98,62
26,0.9,75,30880.12,30.7,12.62,76
27,0.7,77,36757.05,20.3,16.78,84
28,6.5,99,0.0,26.5,2.14,62
29,11.5,98,36786.86,15.8,16.64,71
30,8.1,98,32952.0,21.8,12.96,60
31,6.4,100,0.0,20.1,2.16,29
32,7.0,100,0.0,20.6,3.81,59
33,9.6,98,10800.0,28.0,6.51,51
34,5.9,85,37967.84,21.6,18.11,55
35,5.2,96,0.0,33.5,2.57,59
36,7.2,98,19491.86,30.6,9.96,60
37,4.9,56,38596.7,45.9,17.88,62
38,9.2,86,38882.96,21.5,18.99,49
39,8.6,88,38973.88,15.0,17.45,51
40,11.5,91,39171.43,15.8,18.43,48
41,14.8,84,29947.31,24.1,13.36,41
42,9.2,91,39463.76,20.7,16.46,46
43,10.8,78,36549.82,28.8,17.24,50
44,6.6,62,35376.42,20.6,14.91,47
45,3.5,80,33890.41,27.8,16.0,53
46,5.8,89,31100.38,30.7,11.88,35
47,0.7,53,40809.7,30.3,19.84,37
48,0.8,73,39252.54,18.9,19.92,60
49,5.7,97,0.0,33.3,1.42,43
