time_0,mean_temp,max_rel_humidity,sun_duration,wind_speed,swave_radiation,google_search
0,-1.2,100,0.0,29.1,2.84,93
1,1.4,100,558.07,27.0,2.78,100
2,1.4,92,29383.61,20.1,9.35,74
3,3.1,98,0.0,57.3,1.63,69
4,9.1,93,19014.74,48.6,6.41,67
5,4.4,80,29749.65,22.9,8.88,73
6,3.9,90,28962.48,22.1,8.74,68
7,9.0,97,21723.59,34.2,5.74,72
8,0.1,65,19645.68,36.4,7.26,53
9,-3.6,66,20734.75,11.4,7.88,55
10,-2.9,94,0.0,23.2,1.51,67
11,-6.6,68,30737.08,23.8,10.69,53
12,-3.6,64,2785.85,17.1,5.36,63
13,-2.6,83,0.0,16.5,3.92,48
14,-6.2,65,29582.85,26.2,10.24,54
15,-5.1,62,31173.69,23.6,10.95,54
16,-2.6,73,29402.8,17.6,10.48,72
17,0.9,95,1587.96,18.8,3.42,47
18,2.7,100,0.0,10.5,2.31,52
19,8.7,100,0.0,21.2,2.04,50
20,6.1,99,0.0,15.7,2.79,60
21,5.2,100,12562.4,13.0,6.15,70
22,3.3,97,0.0,28.8,1.81,62
23,2.8,93,20462.39,27.6,6.68,40
24,0.3,89,27167.11,12.1,8.88,49
25,2.1,92,4465.43,11.2,4.82,62
26,2.2,98,25431.87,19.8,8.46,73
27,3.7,97,1934.06,22.6,2.74,67
28,1.0,75,33202.82,24.2,12.09,71
29,0.8,72,33347.93,14.8,12.44,54
30,0.8,70,33495.36,28.2,12.58,59
31,-0.4,65,33644.91,19.1,12.63,41
32,1.5,75,33796.36,12.7,12.62,53
33,2.0,91,33949.55,10.5,12.52,70
34,5.1,97,28484.15,14.9,10.66,63
35,8.2,93,19513.34,16.6,8.46,58
36,6.7,97,841.28,15.6,6.16,59
37,3.9,91,26128.83,11.3,11.68,44
38,0.8,94,14399.59,25.6,7.02,57
39,-2.0,82,34817.17,25.7,14.97,66
40,-1.1,75,29321.77,22.3,12.6,72
41,1.2,78,34990.02,31.2,14.84,45
42,-1.1,94,25808.47,21.7,12.4,72
43,-2.0,74,35231.79,29.4,15.31,69
44,-0.4,76,35370.6,20.8,15.61,64
45,-2.8,78,35468.09,13.1,15.62,54
46,-1.2,88,31214.94,15.0,11.09,66
47,0.9,99,31299.21,19.8,13.31,79
48,4.4,100,5436.31,12.8,6.24,56
49,2.2,94,27401.0,21.4,13.0,75
