time_0,mean_temp,max_rel_humidity,sun_duration,wind_speed,swave_radiation,google_search
0,16.2,96,25480.23,20.4,11.73,61
1,18.8,93,38682.24,18.7,17.96,82
2,19.7,97,38488.98,16.0,15.82,44
3,19.2,100,37891.21,8.6,17.11,44
4,20.0,100,38308.81,12.6,16.92,43
5,17.8,100,38205.34,17.4,16.8,72
6,19.7,99,4884.76,15.0,7.63,100
7,17.0,99,6415.17,29.1,6.23,63
8,12.8,78,38011.73,24.5,14.88,50
9,11.4,88,30759.75,23.9,13.23,56
10,13.3,96,36809.04,19.7,13.39,29
11,13.9,97,37547.23,14.2,16.49,50
12,13.7,100,37382.44,11.0,15.57,63
13,12.7,85,37217.59,14.0,16.38,88
14,10.4,94,0.0,16.7,2.07,61
15,12.0,96,34713.22,24.8,13.58,77
16,11.5,90,36719.41,19.9,13.72,84
17,12.1,95,36378.09,12.1,12.31,53
18,12.1,100,35324.06,8.9,11.37,58
19,12.6,100,34936.48,19.6,13.74,38
20,15.1,99,728.43,25.7,3.75,81
21,14.5,100,13185.87,25.6,5.36,64
22,11.4,79,27275.96,27.5,10.68,56
23,10.5,84,35121.74,22.2,14.28,59
24,10.5,98,35017.61,11.9,13.04,65
25,14.2,89,33963.61,14.7,13.21,89
26,16.9,87,34399.93,14.4,13.46,54
27,17.4,81,21119.6,14.8,8.19,51
28,20.5,87,34138.09,18.7,12.38,59
29,12.7,97,847.01,19.2,3.46,69
30,13.7,100,9566.81,25.0,5.77,53
31,9.1,75,21600.0,18.1,9.03,32
32,6.6,90,22156.89,23.3,8.4,51
33,4.3,90,33797.68,12.2,12.71,62
34,6.4,93,33714.02,17.7,12.64,61
35,8.5,90,25218.75,11.0,8.92,37
36,10.3,97,26243.79,14.8,8.08,55
37,7.9,88,32984.59,12.6,10.99,61
38,13.9,91,15164.81,20.3,7.03,45
39,7.4,72,32188.53,19.3,11.93,68
40,9.1,100,14351.94,12.0,4.97,90
41,8.1,92,0.0,16.3,2.38,87
42,7.2,93,30525.57,18.1,9.9,35
43,2.8,94,32121.59,13.3,10.45,61
44,3.1,93,28211.21,13.6,10.4,52
45,6.0,87,31893.91,27.9,8.94,36
46,4.9,99,30641.77,14.7,9.81,75
47,8.7,96,31679.73,10.5,10.76,49
48,11.5,95,29222.68,18.5,9.11,78
49,9.9,97,24407.28,25.9,8.84,99
