time_0,mean_temp,max_rel_humidity,sun_duration,wind_speed,swave_radiation,google_search
0,23.6,100,22195.36,12.6,11.99,38
1,21.8,100,9630.55,10.7,7.25,34
2,22.8,98,33047.02,10.5,16.07,0
3,23.0,99,41763.5,11.9,18.31,0
4,22.2,98,24869.7,11.9,11.83,39
5,20.2,98,41919.12,16.9,20.97,0
6,17.2,76,39814.57,23.3,18.62,49
7,18.9,72,36842.12,22.0,17.2,40
8,18.3,92,26300.11,14.8,15.62,47
9,18.8,96,2966.63,17.3,5.1,52
10,17.8,90,41126.56,21.5,20.05,32
11,17.1,91,39089.31,14.3,19.14,53
12,16.7,91,40803.63,13.0,19.76,42
13,17.1,98,35286.1,22.6,15.46,62
14,15.0,95,0.0,31.4,3.89,87
15,17.1,96,439.23,31.9,3.45,57
16,16.0,97,0.0,30.8,3.12,74
17,15.1,94,2533.43,24.6,5.77,50
18,13.6,84,38703.73,19.4,15.39,51
19,14.2,94,7200.0,17.5,6.44,56
20,15.1,97,6189.19,25.5,4.86,68
21,16.2,96,25480.23,20.4,11.73,61
22,18.8,93,38682.24,18.7,17.96,82
23,19.7,97,38488.98,16.0,15.82,44
24,19.2,100,37891.21,8.6,17.11,44
25,20.0,100,38308.81,12.6,16.92,43
26,17.8,100,38205.34,17.4,16.8,72
27,19.7,99,4884.76,15.0,7.63,100
28,17.0,99,6415.17,29.1,6.23,63
29,12.8,78,38011.73,24.5,14.88,50
30,11.4,88,30759.75,23.9,13.23,56
31,13.3,96,36809.04,19.7,13.39,29
32,13.9,97,37547.23,14.2,16.49,50
33,13.7,100,37382.44,11.0,15.57,63
34,12.7,85,37217.59,14.0,16.38,88
35,10.4,94,0.0,16.7,2.07,61
36,12.0,96,34713.22,24.8,13.58,77
37,11.5,90,36719.41,19.9,13.72,84
38,12.1,95,36378.09,12.1,12.31,53
39,12.1,100,35324.06,8.9,11.37,58
40,12.6,100,34936.48,19.6,13.74,38
41,15.1,99,728.43,25.7,3.75,81
42,14.5,100,13185.87,25.6,5.36,64
43,11.4,79,27275.96,27.5,10.68,56
44,10.5,84,35121.74,22.2,14.28,59
45,10.5,98,35017.61,11.9,13.04,65
46,14.2,89,33963.61,14.7,13.21,89
47,16.9,87,34399.93,14.4,13.46,54
48,17.4,81,21119.6,14.8,8.19,51
49,20.5,87,34138.09,18.7,12.38,59
