time_0,mean_temp,max_rel_humidity,sun_duration,wind_speed,swave_radiation,google_search
0,10.4,94,0.0,16.7,2.07,62
1,12.0,96,34713.22,24.8,13.58,78
2,11.5,90,36719.41,19.9,13.72,85
3,12.1,95,36378.09,12.1,12.31,53
4,12.1,100,35324.06,8.9,11.37,58
5,12.6,100,34936.48,19.6,13.74,39
6,15.1,99,728.43,25.7,3.75,82
7,14.5,100,13185.87,25.6,5.36,65
8,11.4,79,27275.96,27.5,10.68,57
9,10.5,84,35121.74,22.2,14.28,60
10,10.5,98,35017.61,11.9,13.04,65
11,14.2,89,33963.61,14.7,13.21,90
12,16.9,87,34399.93,14.4,13.46,54
13,17.4,81,21119.6,14.8,8.19,52
14,20.5,87,34138.09,18.7,12.38,59
15,12.7,97,847.01,19.2,3.46,70
16,13.7,100,9566.81,25.0,5.77,54
17,9.1,75,21600.0,18.1,9.03,32
18,6.6,90,22156.89,23.3,8.4,52
19,4.3,90,33797.68,12.2,12.71,63
20,6.4,93,33714.02,17.7,12.64,62
21,8.5,90,25218.75,11.0,8.92,37
22,10.3,97,26243.79,14.8,8.08,56
23,7.9,88,32984.59,12.6,10.99,61
24,13.9,91,15164.81,20.3,7.03,45
25,7.4,72,32188.53,19.3,11.93,69
26,9.1,100,14351.94,12.0,4.97,91
27,8.1,92,0.0,16.3,2.38,87
28,7.2,93,30525.57,18.1,9.9,35
29,2.8,94,32121.59,13.3,10.45,62
30,3.1,93,28211.21,13.6,10.4,53
31,6.0,87,31893.91,27.9,8.94,37
32,4.9,99,30641.77,14.7,9.81,75
33,8.7,96,31679.73,10.5,10.76,50
34,11.5,95,29222.68,18.5,9.11,79
35,9.9,97,24407.28,25.9,8.84,100
36,6.0,76,31401.31,20.9,10.49,65
37,3.1,86,31286.29,18.7,10.71,57
38,3.8,91,4525.36,29.8,3.7,45
39,11.1,99,25344.7,38.3,7.92,72
40,7.9,79,31069.77,20.9,9.99,88
41,5.1,87,30989.16,22.7,9.68,93
42,0.4,81,30916.46,15.8,8.94,65
43,4.2,94,18403.9,34.3,5.92,63
44,7.4,96,23860.98,37.6,7.88,74
45,0.8,55,30690.64,28.9,9.44,73
46,-1.3,69,27621.35,21.0,9.37,86
47,2.9,67,30503.99,17.6,9.54,74
48,4.9,95,8903.67,14.3,3.54,82
49,8.7,100,27290.56,16.3,7.25,96
