time_0,beta
0,0.10486793366666668
1,0.10081414397
2,0.09847802240666667
3,0.09859893014666668
4,0.09665270341666667
5,0.09306987735666666
6,0.09084093727666667
7,0.08856787575000001
8,0.08805386772333333
9,0.08793642057333334
10,0.08733589771333333
11,0.09099152411333333
12,0.09498397911666667
13,0.09450792967333334
14,0.09633305449333332
15,0.11212278966666667
16,0.11479740796333332
17,0.11789682119666665
18,0.12028713255
19,0.12234620152333332
20,0.12414708900666667
21,0.12468617545666667
22,0.12189205974333334
23,0.12198688441666666
24,0.12662916566666665
25,0.12584352638666668
26,0.13174152967
27,0.12914848777666668
28,0.13282099450333335
29,0.13316951359666665
30,0.12990814851333332
31,0.12387404113000003
32,0.12272079083000001
33,0.11361457477999998
34,0.11114623109666667
35,0.10556018696333333
36,0.10401097456
37,0.09809228390333334
38,0.09951711714333333
39,0.10680705757333332
40,0.11202162759333334
41,0.1096546813
42,0.1060372586
43,0.10884624897666666
44,0.10397217562333333
45,0.11187052005
46,0.11201517353666667
47,0.11171487868666667
48,0.11635548826666667
49,0.11838074682000001
