time_0,mean_temp,max_rel_humidity,sun_duration,wind_speed,swave_radiation,google_search
0,21.8,44,35104.77,11.4,15.5,61
1,22.9,37,35047.02,13.2,15.07,0
2,23.5,41,34989.09,10.8,14.9,44
3,22.2,45,34931.0,15.7,14.81,0
4,19.9,52,34872.83,17.4,14.94,0
5,17.8,45,34814.61,15.8,14.79,50
6,17.0,29,34756.4,12.0,14.71,0
7,18.9,60,34698.25,15.8,14.11,37
8,20.4,45,34640.23,20.9,14.23,44
9,22.9,44,34582.38,21.4,13.8,0
10,24.0,49,31262.83,19.2,13.18,43
11,23.6,46,26147.11,15.8,10.99,0
12,20.8,86,12134.59,18.4,7.51,55
13,20.4,100,32299.67,11.2,11.82,0
14,19.4,95,28666.09,15.0,10.27,44
15,16.6,100,29758.56,26.0,11.85,0
16,15.1,68,33907.75,14.8,13.09,42
17,17.7,52,33857.2,18.9,13.13,0
18,16.2,62,33688.46,14.3,13.08,0
19,15.0,62,27835.25,13.9,10.8,50
20,15.2,69,33254.11,23.5,11.44,56
21,14.6,92,32773.99,10.9,12.9,0
22,13.9,53,32269.55,17.6,12.65,0
23,16.6,43,28178.11,18.0,9.43,48
24,17.5,47,29132.27,18.5,11.31,0
25,15.8,74,32570.48,15.1,11.24,0
26,13.6,87,22521.06,20.0,9.78,57
27,12.5,100,32066.12,12.3,11.1,53
28,11.7,96,32331.47,10.6,11.99,0
29,12.0,100,32233.48,8.7,11.98,0
30,13.0,93,29059.86,8.7,10.53,0
31,17.1,66,32221.24,14.5,11.92,0
32,18.4,56,32217.39,15.7,11.92,0
33,15.5,77,31967.83,10.2,11.82,54
34,14.1,89,32143.44,9.1,12.03,0
35,12.3,49,32147.16,17.3,12.37,0
36,12.9,31,32088.58,20.0,12.23,0
37,12.4,44,30955.8,11.7,10.2,0
38,14.0,36,30523.68,11.1,10.08,41
39,12.1,63,32068.75,11.5,11.82,0
40,12.0,59,32085.87,10.7,11.89,61
41,14.2,66,32061.86,16.0,11.78,53
42,17.2,41,32081.88,24.5,10.99,84
43,15.9,49,32105.0,11.7,11.81,60
44,16.5,41,18627.93,14.7,7.71,78
45,16.8,42,17751.46,12.8,6.54,0
46,15.8,86,24942.78,21.9,8.74,73
47,15.6,85,32205.17,11.7,11.18,100
48,13.4,92,0.0,23.8,2.85,85
49,12.1,97,32264.13,16.4,8.75,75
