time_0,mean_temp,max_rel_humidity,sun_duration,wind_speed,swave_radiation,google_search
0,12.1,97,32264.13,16.4,8.75,77
1,10.3,100,32295.99,8.4,9.78,94
2,10.3,100,32330.1,9.8,11.14,88
3,9.2,97,32366.34,9.3,11.55,71
4,9.4,87,32400.0,9.3,11.57,93
5,10.1,89,32400.0,9.5,11.49,72
6,11.6,87,32400.0,20.0,11.53,76
7,12.8,74,32400.0,17.5,11.45,79
8,10.5,92,25200.0,10.0,10.12,84
9,10.7,90,4893.26,12.6,6.63,69
10,10.4,92,32400.0,10.5,11.63,73
11,10.0,91,22172.05,30.6,9.34,100
12,9.1,96,32400.0,13.6,10.94,46
13,7.9,98,28800.0,10.1,10.25,85
14,8.1,96,32397.65,9.7,12.07,96
15,7.1,74,10800.0,29.4,5.23,74
16,4.9,72,32397.5,15.1,12.46,52
17,5.4,84,32438.43,10.2,12.32,0
18,6.4,90,32435.59,8.8,12.43,84
19,6.9,81,28120.26,39.3,10.63,0
20,5.6,74,32498.61,12.3,12.57,58
21,7.5,85,32497.16,8.4,12.58,46
22,9.8,76,32573.25,9.8,12.49,80
23,10.5,86,32491.58,10.4,12.56,52
24,11.2,88,32744.4,10.2,12.84,48
25,11.8,88,32400.0,10.3,10.87,63
26,13.9,75,32846.83,9.1,12.85,46
27,15.2,80,31339.35,11.9,10.17,50
28,14.0,74,11815.21,11.3,7.96,44
29,12.3,95,0.0,12.4,2.1,64
30,11.5,100,16018.94,16.9,7.88,45
31,12.1,98,7830.8,28.4,5.4,91
32,11.8,100,23299.89,8.9,9.15,63
33,11.7,99,22435.68,14.0,9.98,42
34,11.6,100,33569.34,13.7,13.64,44
35,12.6,91,33941.8,16.6,13.92,0
36,14.6,65,32983.79,25.6,13.47,48
37,15.0,76,34103.8,12.6,13.68,45
38,15.2,82,34288.79,11.2,14.08,0
39,16.2,89,32400.0,13.2,13.9,44
40,16.7,86,31979.54,30.0,13.5,0
41,12.1,93,33379.54,25.7,12.29,0
42,10.6,94,34450.91,15.2,14.63,0
43,11.2,93,30635.62,12.9,13.92,0
44,14.2,78,25483.96,16.1,12.33,47
45,13.7,91,1243.87,28.5,3.84,0
46,10.4,100,27556.83,18.3,9.54,0
47,8.8,94,22961.24,35.6,7.42,44
48,7.8,99,32934.77,11.6,12.48,47
49,8.1,92,34150.07,17.5,13.75,46
