time_0,mean_temp,max_rel_humidity,sun_duration,wind_speed,swave_radiation,google_search
0,7.5,85,32497.16,8.4,12.58,50
1,9.8,76,32573.25,9.8,12.49,88
2,10.5,86,32491.58,10.4,12.56,57
3,11.2,88,32744.4,10.2,12.84,52
4,11.8,88,32400.0,10.3,10.87,70
5,13.9,75,32846.83,9.1,12.85,50
6,15.2,80,31339.35,11.9,10.17,55
7,14.0,74,11815.21,11.3,7.96,48
8,12.3,95,0.0,12.4,2.1,71
9,11.5,100,16018.94,16.9,7.88,49
10,12.1,98,7830.8,28.4,5.4,100
11,11.8,100,23299.89,8.9,9.15,69
12,11.7,99,22435.68,14.0,9.98,46
13,11.6,100,33569.34,13.7,13.64,48
14,12.6,91,33941.8,16.6,13.92,0
15,14.6,65,32983.79,25.6,13.47,53
16,15.0,76,34103.8,12.6,13.68,50
17,15.2,82,34288.79,11.2,14.08,0
18,16.2,89,32400.0,13.2,13.9,49
19,16.7,86,31979.54,30.0,13.5,0
20,12.1,93,33379.54,25.7,12.29,0
21,10.6,94,34450.91,15.2,14.63,0
22,11.2,93,30635.62,12.9,13.92,0
23,14.2,78,25483.96,16.1,12.33,51
24,13.7,91,1243.87,28.5,3.84,0
25,10.4,100,27556.83,18.3,9.54,0
26,8.8,94,22961.24,35.6,7.42,49
27,7.8,99,32934.77,11.6,12.48,52
28,8.1,92,34150.07,17.5,13.75,51
29,8.1,97,35438.36,9.7,16.3,72
30,8.9,88,35503.21,10.2,16.51,49
31,10.7,88,35758.32,13.1,16.62,0
32,11.7,95,35826.39,8.5,16.62,0
33,12.2,92,35994.76,9.1,16.66,0
34,12.8,88,36167.34,9.2,16.8,0
35,13.7,85,36235.95,9.8,16.76,0
36,14.8,90,36302.63,10.4,16.53,0
37,15.4,83,34012.44,12.3,17.26,51
38,16.1,83,36430.15,10.0,17.73,0
39,15.6,71,37203.84,19.9,15.69,0
40,15.5,93,37156.79,10.8,17.61,59
41,16.6,77,36235.86,11.0,15.17,0
42,17.8,60,33369.18,11.4,14.45,0
43,18.5,75,27641.56,10.3,13.27,50
44,18.1,80,10725.1,24.4,9.8,0
45,17.8,84,35454.86,14.4,17.79,0
46,16.3,84,29561.46,33.3,14.84,0
47,16.2,94,38333.37,11.4,18.73,0
48,16.8,82,38409.57,13.7,19.21,0
49,16.6,81,38486.42,20.4,19.51,41
