time_0,mean_temp,max_rel_humidity,sun_duration,wind_speed,swave_radiation,google_search
0,13.7,85,36235.95,9.8,16.76,79
1,14.8,90,36302.63,10.4,16.53,0
2,15.4,83,34012.44,12.3,17.26,0
3,16.1,83,36430.15,10.0,17.73,0
4,15.6,71,37203.84,19.9,15.69,0
5,15.5,93,37156.79,10.8,17.61,66
6,16.6,77,36235.86,11.0,15.17,0
7,17.8,60,33369.18,11.4,14.45,75
8,18.5,75,27641.56,10.3,13.27,58
9,18.1,80,10725.1,24.4,9.8,0
10,17.8,84,35454.86,14.4,17.79,0
11,16.3,84,29561.46,33.3,14.84,0
12,16.2,94,38333.37,11.4,18.73,0
13,16.8,82,38409.57,13.7,19.21,0
14,16.6,81,38486.42,20.4,19.51,56
15,16.5,75,38563.81,23.0,19.03,0
16,15.8,73,38641.64,17.3,19.63,0
17,16.1,71,37608.23,9.8,19.73,100
18,16.6,69,34512.75,16.9,16.88,0
19,13.0,93,35440.33,18.5,13.76,0
20,13.1,94,38955.35,19.2,19.45,0
21,14.7,92,39033.88,13.7,19.73,0
22,16.9,79,39112.26,20.5,20.94,0
23,17.6,75,36000.0,14.1,20.72,0
24,17.6,73,39268.14,13.9,20.07,0
25,17.3,71,39345.73,26.6,20.38,0
26,15.3,78,22303.82,22.3,14.21,0
27,12.2,86,32003.23,27.8,13.99,0
28,12.3,91,39583.05,12.6,19.26,0
29,13.2,92,37214.76,12.0,19.84,0
30,14.1,90,39600.0,31.9,18.85,0
31,15.9,88,39600.0,14.5,21.24,0
32,16.5,86,39600.0,10.8,21.83,0
33,18.5,89,39747.38,17.3,22.3,0
34,20.5,69,39744.98,10.7,22.63,0
35,20.1,61,31662.16,26.4,17.11,0
36,14.1,73,32235.37,33.5,18.11,0
37,13.8,92,39826.66,24.1,22.67,0
38,14.1,83,39600.0,23.3,17.87,0
39,15.9,89,40018.54,13.4,23.42,0
40,18.8,80,36985.18,12.0,21.17,0
41,20.2,63,40363.46,22.4,23.84,0
42,20.9,49,40552.5,36.0,24.09,0
43,13.1,88,21774.57,20.6,11.11,0
44,12.0,95,30046.82,11.6,15.14,0
45,14.6,99,40557.82,14.8,23.77,0
46,16.8,89,41082.66,9.4,24.47,0
47,18.7,82,41416.15,18.3,24.88,0
48,15.3,66,21496.18,31.6,13.41,0
49,12.6,62,41674.37,24.2,25.11,0
