time_0,mean_temp,max_rel_humidity,sun_duration,wind_speed,swave_radiation,google_search
0,14.6,92,32773.99,10.9,12.9,0
1,13.9,53,32269.55,17.6,12.65,0
2,16.6,43,28178.11,18.0,9.43,48
3,17.5,47,29132.27,18.5,11.31,0
4,15.8,74,32570.48,15.1,11.24,0
5,13.6,87,22521.06,20.0,9.78,57
6,12.5,100,32066.12,12.3,11.1,53
7,11.7,96,32331.47,10.6,11.99,0
8,12.0,100,32233.48,8.7,11.98,0
9,13.0,93,29059.86,8.7,10.53,0
10,17.1,66,32221.24,14.5,11.92,0
11,18.4,56,32217.39,15.7,11.92,0
12,15.5,77,31967.83,10.2,11.82,54
13,14.1,89,32143.44,9.1,12.03,0
14,12.3,49,32147.16,17.3,12.37,0
15,12.9,31,32088.58,20.0,12.23,0
16,12.4,44,30955.8,11.7,10.2,0
17,14.0,36,30523.68,11.1,10.08,41
18,12.1,63,32068.75,11.5,11.82,0
19,12.0,59,32085.87,10.7,11.89,61
20,14.2,66,32061.86,16.0,11.78,53
21,17.2,41,32081.88,24.5,10.99,84
22,15.9,49,32105.0,11.7,11.81,60
23,16.5,41,18627.93,14.7,7.71,78
24,16.8,42,17751.46,12.8,6.54,0
25,15.8,86,24942.78,21.9,8.74,73
26,15.6,85,32205.17,11.7,11.18,100
27,13.4,92,0.0,23.8,2.85,85
28,12.1,97,32264.13,16.4,8.75,75
29,10.3,100,32295.99,8.4,9.78,91
30,10.3,100,32330.1,9.8,11.14,86
31,9.2,97,32366.34,9.3,11.55,69
32,9.4,87,32400.0,9.3,11.57,90
33,10.1,89,32400.0,9.5,11.49,70
34,11.6,87,32400.0,20.0,11.53,74
35,12.8,74,32400.0,17.5,11.45,77
36,10.5,92,25200.0,10.0,10.12,82
37,10.7,90,4893.26,12.6,6.63,67
38,10.4,92,32400.0,10.5,11.63,71
39,10.0,91,22172.05,30.6,9.34,97
40,9.1,96,32400.0,13.6,10.94,45
41,7.9,98,28800.0,10.1,10.25,82
42,8.1,96,32397.65,9.7,12.07,93
43,7.1,74,10800.0,29.4,5.23,72
44,4.9,72,32397.5,15.1,12.46,51
45,5.4,84,32438.43,10.2,12.32,0
46,6.4,90,32435.59,8.8,12.43,81
47,6.9,81,28120.26,39.3,10.63,0
48,5.6,74,32498.61,12.3,12.57,56
49,7.5,85,32497.16,8.4,12.58,44
