time_0,beta
0,0.008877116989906666
1,0.007148580385966667
2,0.0079349504185
3,0.009725565721013333
4,0.012596398210006665
5,0.01986226966259333
6,0.0315498989799
7,0.038078502078999994
8,0.039566334888833335
9,0.04576426758333334
10,0.05116547057333333
11,0.053162797636666675
12,0.057753080713333335
13,0.06285080704333333
14,0.06515766929666666
15,0.07135142973666667
16,0.08282615069666667
17,0.08736955011333333
18,0.08972582167333333
19,0.09427224588000001
20,0.09823564220333333
21,0.10451818493
22,0.10672293747
23,0.11265580315666665
24,0.11958953180333334
25,0.1255888483833333
26,0.12914580875333334
27,0.12953820396
28,0.13016392800666665
29,0.13162817617333333
30,0.12999367897999997
31,0.12477203728666666
32,0.11408998273333334
33,0.11856222351
34,0.11482138541
35,0.11307278704
36,0.10071582585000001
37,0.09684547438
38,0.09197551073666667
39,0.09065591410666668
40,0.08696233557666667
41,0.08461396641999999
42,0.08177713198666665
43,0.07838253000333334
44,0.07584397953
45,0.06824162586666667
46,0.06504710362999999
47,0.06759259783666667
48,0.07169248444333334
49,0.07930433861666666
