time_0,beta
0,0.049184389771
1,0.04945946658666667
2,0.05210187781733334
3,0.05188245586066667
4,0.059693505429
5,0.06225045813666666
6,0.059171090838099995
7,0.058030835473333334
8,0.05739656554
9,0.05959809201
10,0.06206705523
11,0.06102389657500001
12,0.06430491424833333
13,0.06677202617333333
14,0.06618766397666667
15,0.06312629854666668
16,0.06730839861
17,0.07136020528666666
18,0.07222539189666667
19,0.07817843116666666
20,0.08087954455666667
21,0.07948306047666667
22,0.08520024523666667
23,0.08056495564666667
24,0.07919038757
25,0.08030668034999999
26,0.07916246036666667
27,0.08176585867666666
28,0.08082470842666666
29,0.07700216777333334
30,0.07848319483666667
31,0.07625274361
32,0.07248000981333334
33,0.07345974991000001
34,0.07199226543333334
35,0.06493661598
36,0.06724946142666667
37,0.06912873957866666
38,0.06405407602433334
39,0.06681422006000001
40,0.06872751054333334
41,0.06465913825
42,0.06867883139
43,0.06860711019
44,0.06762426258333333
45,0.08123793951666668
46,0.07668539021666668
47,0.07846043580333334
48,0.07866590077666667
49,0.07762382521666666
