time_0,beta
0,0.15869290188
1,0.16030356593333334
2,0.16284757221666665
3,0.1614152987
4,0.15545456335333332
5,0.14810765978666665
6,0.14595919924
7,0.14754926506
8,0.14888176638666667
9,0.15207836164666666
10,0.15388373113
11,0.14824671609666668
12,0.14829183259
13,0.14587171608333332
14,0.14635879106333335
15,0.14663555138
16,0.15017905211
17,0.15231246771333332
18,0.15231576245333334
19,0.15255052512666667
20,0.1539621159
21,0.15548534833666666
22,0.15327000273666666
23,0.15780565176666664
24,0.16554131516666667
25,0.16358523395000002
26,0.16467157666666665
27,0.16658688389999998
28,0.16834775893333334
29,0.16831457983333334
30,0.1666475396
31,0.16761180443333332
32,0.1612490082
33,0.15515195028333334
34,0.14708617763666665
35,0.14066917847666666
36,0.13754133710666666
37,0.13116699610666666
38,0.12622862669999999
39,0.12095222306333336
40,0.11447690840333333
41,0.10207593872000001
42,0.08961094091333334
43,0.08545044522999999
44,0.08265286286000001
45,0.08003215646
46,0.07572752484333334
47,0.07056319271666667
48,0.06389779368
49,0.060230516070000004
