"Day","Mean","Lower","Upper"
51,0.162392666380644,0.151145979488124,0.168790409991049
52,0.162022546846872,0.151321497501116,0.168586507553121
53,0.161395032442155,0.150657501411433,0.167975649715328
54,0.160746552889386,0.150146202074342,0.1673891033148
55,0.160036084752564,0.149537826735755,0.166947048272985
56,0.159187798899413,0.148914410064069,0.166023771438164
57,0.158450820858042,0.148348263098768,0.165383587372648
58,0.157808524088309,0.147733967736068,0.164781652036428
59,0.157234252605763,0.147223299935399,0.164328242029276
60,0.156708992589662,0.146949816817887,0.16382541334309
61,0.156217653776502,0.146580793738456,0.163335595245391
62,0.155720926539678,0.146248858443382,0.162891772623883
63,0.155207088310549,0.145753042957524,0.162547180795152
64,0.154690052306734,0.145145187996327,0.162266826019385
65,0.15417685908736,0.14450379168861,0.161711216027383
66,0.153682286565949,0.143885016170003,0.161182726352637
67,0.153213978444933,0.143347154037055,0.160848320095311
68,0.152767271856838,0.142990254545472,0.160549787096948
69,0.152344364131997,0.14264013648664,0.160207368485656
70,0.151925153619933,0.142240173918638,0.159753002080839
71,0.151508680572371,0.141778958462779,0.159305589532116
72,0.151093665176093,0.141226384840952,0.15887334206501
73,0.150683105342969,0.140760745888727,0.158573320648565
74,0.150282776242728,0.140310868016523,0.158204870897972
75,0.149898210962914,0.139870556793563,0.157876705829281
76,0.149524452167195,0.13943764456333,0.157552780262436
77,0.149168309807157,0.139061546704828,0.157234003420574
78,0.148815384882345,0.13861650666029,0.156918977128969
