"Day","Mean","Lower","Upper"
51,0.149075750476572,0.145443565661432,0.152300903426708
52,0.148979832454266,0.145398506380485,0.151993878736746
53,0.148896743086807,0.145083441053379,0.151835129423881
54,0.148821899880571,0.144628114829274,0.151612352364776
55,0.148753259393555,0.144327640705522,0.151383898709776
56,0.148689235634089,0.144393143590999,0.151228343525989
57,0.14862869107328,0.144326829833777,0.151268299274894
58,0.148571300886579,0.144358574457435,0.151293400965844
59,0.148517379456879,0.144436917787214,0.151344418672919
60,0.148467321896815,0.144575174656697,0.151402985848138
61,0.148421184971744,0.144693101350795,0.151445672342674
62,0.148378682741867,0.144619256540221,0.151442145645914
63,0.148339391071305,0.144409680481168,0.151446533897933
64,0.148302921322626,0.144362420239354,0.151473988946781
65,0.148268989642509,0.144308931892178,0.151485142839304
66,0.14823740672068,0.144273555128073,0.151498121861147
67,0.148208034158539,0.14425926854105,0.151552819526823
68,0.148180744659636,0.144241498717753,0.151601848043054
69,0.14815540340328,0.144197933481623,0.151654236646033
70,0.148131868775901,0.144071140530054,0.151680636341634
71,0.14811000161271,0.14395202734087,0.151696455586487
72,0.148089673394294,0.143840124011382,0.151711859606728
73,0.148070769407703,0.143734990228766,0.151727090807073
74,0.148053187533542,0.143636213127101,0.151755114973122
75,0.148036835204038,0.143537031417032,0.151801017894715
76,0.148021626705746,0.143433666116487,0.151845035351967
77,0.148007481724161,0.14333663941907,0.151868441481039
78,0.147994324956228,0.143245346297286,0.151882441028854
