"Day","Mean","Lower","Upper"
51,0.133796466917393,0.13059539810376,0.137529368721885
52,0.134339651283983,0.130973933840729,0.137902906645297
53,0.134839018111097,0.131352558492882,0.138358367727648
54,0.13532395071883,0.131735127878903,0.13891808233035
55,0.135784869840854,0.131991812781553,0.139535250684168
56,0.136225673382214,0.132464508816999,0.140079240641562
57,0.136644689689659,0.132746577380868,0.140543785289609
58,0.137043512503472,0.133011990433914,0.140972390530594
59,0.137424612050063,0.133204828558497,0.141341043640883
60,0.137788820400994,0.133407712879762,0.141712841616213
61,0.138136282967851,0.133690267600506,0.142067034482717
62,0.138467454748369,0.133764331422499,0.142418600436967
63,0.138785289304597,0.133830328898256,0.142740127436728
64,0.139088096152344,0.133998581349358,0.14303821387605
65,0.1393766107168,0.134020448919987,0.143319587600407
66,0.139653795169016,0.134094382772694,0.143584822145595
67,0.139916644511445,0.134376194576759,0.143834794447509
68,0.14016896763207,0.134668778049573,0.144092100106792
69,0.140410098092803,0.134824446676061,0.144338718782655
70,0.14064019207725,0.134945011432462,0.144570564877817
71,0.140862587034478,0.135126248412932,0.144785647643867
72,0.14107359651669,0.135299898632546,0.144979580216747
73,0.141275407418837,0.135398225419638,0.145156182295453
74,0.141467898902913,0.135492462412665,0.145317860392833
75,0.141652118036785,0.135598839756883,0.145461997722546
76,0.141829277483312,0.135780125038257,0.145602206853124
77,0.141998580072089,0.135919617444767,0.145763290772915
78,0.142160692295033,0.135992468203518,0.145895666907306
