time_0,beta
0,0.16834775893333334
1,0.16831457983333334
2,0.1666475396
3,0.16761180443333332
4,0.1612490082
5,0.15515195028333334
6,0.14708617763666665
7,0.14066917847666666
8,0.13754133710666666
9,0.13116699610666666
10,0.12622862669999999
11,0.12095222306333336
12,0.11447690840333333
13,0.10207593872000001
14,0.08961094091333334
15,0.08545044522999999
16,0.08265286286000001
17,0.08003215646
18,0.07572752484333334
19,0.07056319271666667
20,0.06389779368
21,0.060230516070000004
22,0.056939596916666654
23,0.053763022779999996
24,0.05300049702
25,0.05034166982
26,0.047997672081666665
27,0.048082987046666664
28,0.04672478749333333
29,0.04620073588953333
30,0.051778679870000004
31,0.059012674353333336
32,0.06186042478
33,0.06673859031666667
34,0.06568467134666667
35,0.06227343682999999
36,0.055262801033333336
37,0.04911139555666666
38,0.04937179454666667
39,0.04851012556333333
40,0.046020108728666666
41,0.045523016608333335
42,0.04130064977299999
43,0.03425837679073334
44,0.027978206618900003
45,0.025948144861333334
46,0.024569161668966666
47,0.01958092212573
48,0.021889922790266667
49,0.024711564298933335
