time_0,beta
0,0.13482074995999999
1,0.1316637467333333
2,0.13055343247666665
3,0.1302493622033333
4,0.12796512498
5,0.1256017028066667
6,0.12315506461333332
7,0.12121018744000002
8,0.11852594263
9,0.1269451407766667
10,0.13985451681333333
11,0.14257988397
12,0.14469830409333334
13,0.1459667781
14,0.14908448122333334
15,0.1512314637433333
16,0.15272565203666666
17,0.15674579531333332
18,0.16368345968
19,0.17017510706666666
20,0.17506672376666665
21,0.17627049466666664
22,0.17679773416666666
23,0.17705283096666666
24,0.17650875596666665
25,0.164889779
26,0.16008889482
27,0.16697324228
28,0.15869290188
29,0.16030356593333334
30,0.16284757221666665
31,0.1614152987
32,0.15545456335333332
33,0.14810765978666665
34,0.14595919924
35,0.14754926506
36,0.14888176638666667
37,0.15207836164666666
38,0.15388373113
39,0.14824671609666668
40,0.14829183259
41,0.14587171608333332
42,0.14635879106333335
43,0.14663555138
44,0.15017905211
45,0.15231246771333332
46,0.15231576245333334
47,0.15255052512666667
48,0.1539621159
49,0.15548534833666666
