time_0,beta
0,0.11338517838333334
1,0.11324187270000001
2,0.11329954478
3,0.11423236819333332
4,0.11313006052666666
5,0.10861457391
6,0.10892891000666666
7,0.10757117714666667
8,0.09903802915333333
9,0.09795669528333334
10,0.09519923563333334
11,0.10004105636
12,0.10167679819333335
13,0.10404699469999999
14,0.10815449618
15,0.10471361991333335
16,0.10894286047666665
17,0.10968341644000001
18,0.11438287570999998
19,0.11142629013666666
20,0.11751042194666667
21,0.11645977426666669
22,0.11726355104000002
23,0.11089891865666668
24,0.10978241492
25,0.11044401657666666
26,0.10618423680333335
27,0.10696986000666667
28,0.10358621433000001
29,0.10339668812000001
30,0.10428602811
31,0.10796852793333332
32,0.11278964761333332
33,0.11324342309
34,0.11475223692
35,0.11363694155333334
36,0.11371035550999999
37,0.11457578644666663
38,0.11658955996333333
39,0.12021213571333333
40,0.12017585026
41,0.12309684343666667
42,0.12309173861
43,0.13082362985666668
44,0.14255228001
45,0.15108278442666667
46,0.15663142763333332
47,0.15658606563333333
48,0.15919283649999996
49,0.16060149716666666
