time_0,mean_temp,max_rel_humidity,sun_duration,wind_speed,swave_radiation,google_search
0,19.0,96,28410.44,11.0,14.1,0
1,20.1,100,39484.59,17.6,21.0,0
2,18.6,99,39673.44,19.8,19.56,0
3,19.4,97,43291.72,6.4,24.74,0
4,21.6,85,43239.45,14.5,22.13,0
5,23.4,70,43200.0,13.8,24.0,0
6,24.8,59,43202.79,27.4,22.14,0
7,24.1,67,40354.89,27.1,21.82,0
8,21.8,96,36417.83,22.1,18.58,0
9,22.4,97,43200.0,25.0,22.55,0
10,19.4,61,43134.04,20.1,22.82,0
11,20.4,83,43038.32,21.2,23.46,0
12,21.2,64,42942.27,13.2,23.63,0
13,21.3,64,42802.94,9.3,22.35,0
14,20.5,49,42652.18,14.1,21.82,0
15,16.1,92,24679.63,21.3,13.53,0
16,14.8,94,31666.76,19.9,13.09,0
17,14.6,99,42199.29,11.8,21.32,0
18,16.6,93,42048.44,9.4,21.84,0
19,14.3,92,35628.86,22.0,18.38,0
20,13.1,93,11851.07,10.4,7.89,0
21,13.5,92,41594.37,7.8,22.5,0
22,16.0,84,41441.12,10.5,21.87,0
23,18.0,70,33710.83,26.0,18.91,0
24,17.6,90,35943.25,28.4,16.72,0
25,16.4,90,39052.44,13.6,19.39,0
26,16.3,81,37981.42,16.1,19.44,64
27,17.3,81,40663.26,16.3,20.8,0
28,16.3,88,38725.2,11.6,21.1,0
29,15.0,62,40348.45,12.4,21.16,0
30,16.1,74,40190.63,13.1,20.74,0
31,17.1,78,40032.66,11.4,20.38,0
32,18.8,77,39874.64,19.9,20.15,0
33,19.5,54,39180.01,19.1,19.7,0
34,18.2,57,39097.27,23.1,19.6,0
35,18.6,73,37261.29,27.5,17.4,100
36,20.6,66,38836.83,30.2,18.74,0
37,18.3,72,38289.89,27.1,18.28,0
38,13.7,95,37818.72,21.0,16.86,0
39,14.3,60,38237.43,14.7,17.3,0
40,13.5,74,38111.77,14.2,18.14,0
41,9.4,76,23909.79,11.2,11.98,65
42,11.8,98,37935.32,11.2,18.11,0
43,14.2,75,37837.71,11.2,18.22,0
44,15.0,66,37770.97,10.8,17.59,0
45,15.3,59,34107.84,25.5,16.11,79
46,13.3,89,34052.8,26.1,12.7,0
47,9.4,97,17196.02,27.8,10.65,0
48,6.9,88,37201.97,17.4,16.57,0
49,6.7,82,31001.6,10.7,15.47,75
