time_0,mean_temp,max_rel_humidity,sun_duration,wind_speed,swave_radiation,google_search
0,-5.9,96,25057.92,7.9,9.78,78
1,-1.8,95,15782.7,12.3,7.75,52
2,-1.3,94,28800.0,10.9,10.86,0
3,-2.1,92,31187.21,10.2,10.69,0
4,-1.8,94,31679.77,8.2,9.75,0
5,-0.6,84,29076.32,10.5,10.79,45
6,-0.9,96,13134.89,11.5,5.97,0
7,-4.4,91,32309.3,13.0,12.24,0
8,-1.0,86,32309.34,12.8,11.92,0
9,1.1,91,31621.61,9.9,10.79,56
10,1.5,92,32800.35,9.2,12.34,0
11,2.0,84,28684.16,8.9,11.79,80
12,3.7,95,33105.62,10.5,12.42,89
13,1.8,91,27362.22,16.5,10.26,67
14,0.7,100,0.0,17.3,1.47,0
15,-5.9,100,33520.24,10.5,13.59,0
16,-9.1,82,33795.68,11.3,13.76,0
17,-2.4,85,29179.81,14.7,12.48,0
18,-0.2,91,22848.89,18.7,10.83,0
19,-1.3,85,32225.55,15.6,13.44,0
20,-4.6,92,27449.75,10.4,12.14,0
21,-3.2,95,0.0,16.9,6.14,48
22,-8.8,88,34474.56,9.0,15.0,65
23,-4.9,85,33013.59,9.4,14.57,58
24,-4.4,92,34631.8,11.3,15.08,0
25,-3.5,91,34707.93,8.9,14.84,0
26,-3.0,92,34829.28,12.4,14.08,0
27,-3.1,87,16600.49,23.3,10.94,0
28,-7.2,87,34878.22,10.3,15.7,0
29,-6.3,84,27691.06,8.5,14.01,56
30,-0.7,88,35139.75,23.5,16.01,0
31,2.0,94,35196.58,18.1,15.44,0
32,3.0,93,35776.9,18.4,15.63,0
33,0.2,89,35706.38,20.2,14.64,0
34,0.7,77,36246.07,15.7,15.72,100
35,2.2,75,36357.34,21.2,16.89,94
36,5.5,57,36662.49,22.9,17.01,48
37,7.7,73,36779.05,35.5,16.4,54
38,-0.1,80,25245.17,29.3,10.98,0
39,-0.6,88,37116.27,15.2,17.42,72
40,2.4,87,37498.72,12.3,17.73,47
41,3.6,86,37580.0,15.3,17.69,0
42,5.8,83,37647.93,32.8,17.94,45
43,4.5,66,36943.5,26.8,14.14,0
44,1.1,68,34121.08,18.3,15.9,0
45,0.6,92,30214.15,12.3,15.7,0
46,3.3,91,36616.79,16.9,17.44,0
47,1.6,86,22555.05,17.8,12.13,68
48,-1.2,84,1905.95,14.8,7.71,0
49,0.2,81,38349.84,7.4,19.77,51
