time_0,mean_temp,max_rel_humidity,sun_duration,wind_speed,swave_radiation,google_search
0,0.2,81,38349.84,7.4,19.77,80
1,3.6,82,38579.8,10.5,19.9,0
2,4.5,85,33287.32,12.3,14.9,0
3,5.4,86,34400.66,16.2,13.96,0
4,4.4,100,29146.38,18.7,12.82,100
5,0.3,100,0.0,24.7,8.19,0
6,-0.6,98,33655.74,16.3,19.44,0
7,-3.9,94,39669.19,11.9,20.16,0
8,-0.2,94,36801.68,9.0,19.86,0
9,-1.2,95,40314.48,9.2,21.33,77
10,2.4,91,40533.7,9.3,21.26,0
11,2.6,94,40693.04,11.3,21.15,83
12,6.0,85,40852.29,21.7,21.62,0
13,6.6,87,38688.61,16.2,21.29,0
14,5.7,89,41170.07,16.6,19.83,0
15,3.2,90,32916.67,30.2,16.55,0
16,-3.7,83,23900.06,14.6,16.07,0
17,-2.9,85,39174.05,11.6,21.69,86
18,1.1,86,39429.49,11.2,22.66,0
19,3.0,86,41441.1,15.6,22.28,0
20,3.7,98,29079.8,17.2,17.91,0
21,4.7,99,42261.12,16.0,21.45,0
22,5.9,99,40575.43,14.7,21.16,0
23,4.8,100,33251.7,18.2,17.2,0
24,5.2,97,42719.7,15.9,23.67,0
25,10.0,70,42830.14,14.4,22.34,0
26,9.7,84,42922.2,15.5,24.24,0
27,12.0,78,42833.48,31.2,23.89,0
28,6.4,53,11909.34,75.6,10.46,0
29,6.5,47,43198.23,70.8,23.57,0
30,4.5,78,43200.0,10.2,24.4,0
31,6.4,73,43200.0,13.7,25.09,0
32,8.1,72,43200.0,18.5,22.14,0
33,8.4,70,43200.0,9.4,24.31,0
34,11.9,77,43200.0,16.0,25.13,0
35,14.8,68,42759.77,12.2,22.02,0
36,15.2,76,43329.33,29.2,25.53,0
37,12.2,57,38634.42,40.6,25.26,82
38,11.9,89,36163.58,27.4,20.17,0
39,12.3,65,39608.67,29.1,21.4,0
40,2.8,72,14645.61,14.8,11.15,0
41,2.6,87,4520.4,19.3,10.35,0
42,1.8,89,22539.3,16.6,16.25,0
43,6.3,96,39870.45,10.3,25.76,0
44,14.0,83,44014.43,23.9,25.32,0
45,10.4,70,43080.25,18.9,23.44,0
46,13.0,97,44150.31,13.6,24.89,0
47,12.6,89,38633.88,15.6,22.08,0
48,11.9,93,39341.43,17.9,21.98,0
49,4.9,100,0.0,19.1,5.42,0
