time_0,mean_temp,max_rel_humidity,sun_duration,wind_speed,swave_radiation,google_search
0,20.5,49,42652.18,14.1,21.82,0
1,16.1,92,24679.63,21.3,13.53,0
2,14.8,94,31666.76,19.9,13.09,0
3,14.6,99,42199.29,11.8,21.32,0
4,16.6,93,42048.44,9.4,21.84,0
5,14.3,92,35628.86,22.0,18.38,0
6,13.1,93,11851.07,10.4,7.89,0
7,13.5,92,41594.37,7.8,22.5,0
8,16.0,84,41441.12,10.5,21.87,0
9,18.0,70,33710.83,26.0,18.91,0
10,17.6,90,35943.25,28.4,16.72,0
11,16.4,90,39052.44,13.6,19.39,0
12,16.3,81,37981.42,16.1,19.44,64
13,17.3,81,40663.26,16.3,20.8,0
14,16.3,88,38725.2,11.6,21.1,0
15,15.0,62,40348.45,12.4,21.16,0
16,16.1,74,40190.63,13.1,20.74,0
17,17.1,78,40032.66,11.4,20.38,0
18,18.8,77,39874.64,19.9,20.15,0
19,19.5,54,39180.01,19.1,19.7,0
20,18.2,57,39097.27,23.1,19.6,0
21,18.6,73,37261.29,27.5,17.4,100
22,20.6,66,38836.83,30.2,18.74,0
23,18.3,72,38289.89,27.1,18.28,0
24,13.7,95,37818.72,21.0,16.86,0
25,14.3,60,38237.43,14.7,17.3,0
26,13.5,74,38111.77,14.2,18.14,0
27,9.4,76,23909.79,11.2,11.98,65
28,11.8,98,37935.32,11.2,18.11,0
29,14.2,75,37837.71,11.2,18.22,0
30,15.0,66,37770.97,10.8,17.59,0
31,15.3,59,34107.84,25.5,16.11,79
32,13.3,89,34052.8,26.1,12.7,0
33,9.4,97,17196.02,27.8,10.65,0
34,6.9,88,37201.97,17.4,16.57,0
35,6.7,82,31001.6,10.7,15.47,75
36,9.0,92,37040.46,12.0,16.61,0
37,12.1,93,36737.64,9.1,16.28,84
38,15.7,75,36617.12,18.7,16.39,97
39,13.7,68,36115.32,14.3,15.06,94
40,15.3,61,36097.9,15.3,15.96,0
41,16.8,44,35984.47,11.9,16.09,0
42,14.6,56,35786.71,17.1,15.58,0
43,14.0,61,35517.34,11.3,15.03,0
44,14.0,62,35413.87,18.2,15.09,85
45,11.4,100,29038.53,19.2,12.56,0
46,11.5,100,34879.25,16.4,14.7,0
47,8.1,91,29105.83,17.3,11.21,68
48,4.1,69,34618.91,18.6,12.74,0
49,-1.7,87,0.0,17.9,4.38,0
