time_0,mean_temp,max_rel_humidity,sun_duration,wind_speed,swave_radiation,google_search
0,7.1,90,33999.87,10.2,13.23,0
1,9.6,78,33855.34,17.1,12.67,38
2,8.6,90,33078.81,10.7,12.51,63
3,9.5,81,33100.15,23.6,12.88,47
4,3.9,97,8650.72,11.9,3.29,0
5,2.1,98,33293.58,8.8,12.71,0
6,0.6,83,33158.13,7.4,12.83,0
7,2.9,78,32821.67,13.7,12.35,54
8,4.0,76,32723.22,13.2,12.24,54
9,3.6,80,32536.6,11.6,11.93,48
10,6.5,74,25910.52,12.4,10.9,0
11,4.9,84,30092.36,13.3,9.69,41
12,8.3,84,26060.16,14.2,10.03,0
13,6.7,95,31850.01,10.5,10.89,47
14,5.5,92,26778.14,9.6,10.24,45
15,5.8,90,31406.24,20.0,10.59,42
16,4.1,95,5212.73,35.2,4.18,36
17,4.1,86,31381.6,9.8,10.94,47
18,5.6,71,31242.91,13.2,10.92,0
19,1.3,79,11054.6,17.5,5.45,46
20,-5.1,74,10240.58,22.9,5.98,0
21,-6.9,75,16295.39,13.2,6.49,0
22,-3.7,74,30938.01,7.6,10.94,0
23,-2.9,68,30863.76,12.7,10.76,45
24,0.3,74,30790.73,11.2,10.72,43
25,-0.3,78,30599.33,8.3,10.58,43
26,-2.1,79,29475.32,11.7,9.26,0
27,-2.7,85,24056.55,9.7,8.04,35
28,-1.7,83,29220.98,32.8,9.58,0
29,0.6,91,8475.77,16.5,4.79,40
30,3.7,81,30034.34,23.8,9.03,43
31,3.5,87,30267.61,12.8,9.62,49
32,3.3,85,30209.99,10.8,9.97,51
33,3.8,80,30123.52,13.2,9.49,43
34,0.9,83,15854.77,22.7,6.15,41
35,-4.8,91,29210.15,10.9,9.31,72
36,-2.8,76,18166.08,18.5,6.17,0
37,1.0,87,29284.48,17.7,8.99,0
38,-1.5,96,0.0,10.5,3.68,61
39,-0.9,96,28800.0,17.1,7.26,42
40,-3.1,99,19756.49,10.5,7.09,59
41,-0.7,78,29444.53,11.5,9.35,51
42,-0.7,88,29391.02,14.8,9.32,49
43,2.4,83,29373.75,15.8,9.38,52
44,-0.4,88,25241.93,6.7,8.58,45
45,2.4,92,28845.54,11.5,8.85,75
46,2.8,93,28800.0,8.6,7.29,49
47,3.4,93,28894.27,13.4,8.76,48
48,1.2,90,29181.33,8.2,9.09,88
49,2.8,96,25955.1,12.2,7.44,100
