"Day","Mean","Lower","Upper"
51,0.139899732944219,0.130326719656269,0.145877234771312
52,0.139606329559395,0.129701628307427,0.146317690004012
53,0.139258781800716,0.128950040770871,0.146981028204748
54,0.138574823798245,0.128317929425261,0.146945877996575
55,0.138057858150585,0.127917111933441,0.146915065026682
56,0.1375657224248,0.127536726059098,0.146925037923312
57,0.137028550576381,0.126998704204776,0.146978536027605
58,0.136610828069215,0.12658199686708,0.147024105670395
59,0.136269935512835,0.126171576268478,0.14707054493301
60,0.135951941505676,0.125935353221114,0.147326790667104
61,0.135651249393698,0.12572318370089,0.147603118354121
62,0.135270654451381,0.125533530780969,0.147592474252815
63,0.134848644986367,0.124997169578924,0.147450919849763
64,0.134453485049172,0.124610314710422,0.14735598844156
65,0.134069805688913,0.124087109713687,0.147273919604592
66,0.133710671426321,0.123656800503525,0.1471655905416
67,0.133389652550333,0.123389176853172,0.147319624855854
68,0.133087013243379,0.12311233444341,0.147444205117834
69,0.132790009407147,0.123006422268489,0.147461769915324
70,0.13249277540223,0.122675726223122,0.147456808091109
71,0.132185998752424,0.122353820920177,0.147444252078663
72,0.131881443995397,0.121961622801371,0.147428491139981
73,0.13158667837687,0.121616894054971,0.147412800620096
74,0.131301743716723,0.121285446415578,0.147397040131859
75,0.131032085468314,0.120962441791641,0.147404812323114
76,0.130776219585562,0.120667553068558,0.147414891180588
77,0.130524223760162,0.120360057858411,0.147424322617986
78,0.130273756929783,0.120059148382173,0.147432926314951
