time_0,beta
0,0.14121597317999998
1,0.1451696024
2,0.14911150945999999
3,0.15872433833333333
4,0.15763294165
5,0.1517084737866667
6,0.15028549003333333
7,0.14873690624333336
8,0.14330354552333333
9,0.14383207320666666
10,0.14330074907333337
11,0.13877799233333335
12,0.14517222876666666
13,0.14361497809999998
14,0.1447363499133333
15,0.14126336604
16,0.14966185636666665
17,0.1500038463266667
18,0.15508604361666664
19,0.15875073443333332
20,0.16279981208333336
21,0.16120716131666668
22,0.16113962570333332
23,0.16278476446666665
24,0.16636318366666666
25,0.1793290255
26,0.18132252946666663
27,0.1826577432
28,0.17844045573333334
29,0.17421144016666668
30,0.16716749263333333
31,0.1625433002666667
32,0.1612101328
33,0.15584426066666665
34,0.14971658159666665
35,0.14104188960666666
36,0.13594497196000002
37,0.13013056282333332
38,0.12354203379333333
39,0.11886168925333335
40,0.11442807262666667
41,0.11068597837333333
42,0.10436739184333334
43,0.09769270583999999
44,0.09135860330666666
45,0.08569557654
46,0.07927000350333333
47,0.07469133103333334
48,0.06964175470666667
49,0.06463830032
