time_0,beta
0,0.05067491801466666
1,0.048170165891666665
2,0.05106163160333333
3,0.054918462470000005
4,0.06656029896
5,0.07153063359
6,0.07415201207333334
7,0.07365233523333334
8,0.06744043632666667
9,0.06576346174333333
10,0.07439485732333334
11,0.07889456777
12,0.07872943155666666
13,0.08276013188
14,0.08206285049333333
15,0.07455918385333334
16,0.07981755854
17,0.08869440714333333
18,0.08324115005333334
19,0.08396064359333334
20,0.08837572438666666
21,0.08892796575666667
22,0.08721904549666668
23,0.08844416887666666
24,0.09297040214333334
25,0.09841208169666665
26,0.10672840595666667
27,0.11263288529
28,0.11295312228333332
29,0.11153187682
30,0.10915885033666668
31,0.11656734676999998
32,0.11242639639666666
33,0.10744546746000003
34,0.10549462723666667
35,0.10188382939333335
36,0.09576102499000001
37,0.09634269770666666
38,0.10272055395
39,0.09576336169666667
40,0.10030757499666666
41,0.0988852206
42,0.08588954081
43,0.07733923172666667
44,0.07233643756
45,0.07590279385
46,0.07256310272333334
47,0.06832282057333333
48,0.06688763209333333
49,0.06195739482999999
