time_0,beta
0,0.06261773014000001
1,0.057724520483333326
2,0.052825105941666665
3,0.052336550106666664
4,0.049357988675000006
5,0.05465427203666667
6,0.05295275714
7,0.05083152453333333
8,0.04949473394633333
9,0.04501578522666667
10,0.04525723505833333
11,0.04652674623800001
12,0.047173586665666664
13,0.047559474195
14,0.049184389771
15,0.04945946658666667
16,0.05210187781733334
17,0.05188245586066667
18,0.059693505429
19,0.06225045813666666
20,0.059171090838099995
21,0.058030835473333334
22,0.05739656554
23,0.05959809201
24,0.06206705523
25,0.06102389657500001
26,0.06430491424833333
27,0.06677202617333333
28,0.06618766397666667
29,0.06312629854666668
30,0.06730839861
31,0.07136020528666666
32,0.07222539189666667
33,0.07817843116666666
34,0.08087954455666667
35,0.07948306047666667
36,0.08520024523666667
37,0.08056495564666667
38,0.07919038757
39,0.08030668034999999
40,0.07916246036666667
41,0.08176585867666666
42,0.08082470842666666
43,0.07700216777333334
44,0.07848319483666667
45,0.07625274361
46,0.07248000981333334
47,0.07345974991000001
48,0.07199226543333334
49,0.06493661598
