time_0,mean_temp,max_rel_humidity,sun_duration,wind_speed,swave_radiation,google_search
0,11.3,96,31057.21,14.3,10.06,20
1,8.4,87,32477.99,10.7,12.52,20
2,13.3,91,26994.9,23.3,8.99,0
3,13.4,98,17476.31,19.8,7.01,0
4,7.5,89,1020.81,14.8,4.86,20
5,6.1,100,32483.58,9.7,12.19,23
6,8.5,98,32368.43,15.4,11.3,18
7,6.6,92,32305.04,11.5,11.05,23
8,8.6,92,659.08,21.9,2.71,17
9,2.4,90,30269.89,20.1,11.97,15
10,1.3,76,32186.51,15.8,12.38,0
11,3.7,84,32094.61,17.6,11.89,24
12,8.7,77,32000.36,17.4,11.33,14
13,12.2,98,3600.0,20.4,3.35,23
14,14.0,100,85.41,13.2,2.76,25
15,10.4,99,31831.57,19.6,10.63,20
16,8.6,92,31785.46,24.1,9.8,25
17,6.6,100,31725.1,19.7,10.57,0
18,5.4,86,31679.89,20.3,10.61,16
19,6.8,90,31627.87,15.3,11.15,38
20,11.0,79,31569.13,17.3,10.64,36
21,15.1,97,4321.35,24.7,3.64,20
22,5.9,92,31499.8,15.8,11.21,22
23,1.5,95,31452.09,10.1,11.29,23
24,4.3,82,31380.33,11.5,11.07,15
25,5.8,99,30070.26,10.0,10.37,31
26,5.7,82,31317.3,12.2,10.98,33
27,6.0,85,31275.48,11.9,11.16,41
28,9.1,91,7667.63,17.4,4.73,32
29,8.8,97,18000.0,18.5,6.32,28
30,2.9,94,31195.91,26.6,10.97,38
31,-0.8,77,31163.5,11.4,11.14,52
32,2.6,84,27540.01,9.7,10.39,44
33,4.6,78,23983.52,11.8,8.61,51
34,6.4,81,31079.24,12.3,10.08,58
35,9.8,94,14541.61,10.9,4.78,63
36,13.3,89,26003.11,16.2,8.44,63
37,13.9,97,10844.55,23.2,2.66,70
38,9.3,93,16533.87,10.5,6.76,64
39,6.5,97,30978.92,16.3,10.36,64
40,3.6,87,27100.33,15.3,8.56,62
41,3.5,92,3629.58,18.4,3.92,100
42,4.1,90,23615.79,16.5,7.13,67
43,5.1,89,29653.62,16.8,10.13,58
44,1.3,88,27928.78,14.6,7.09,67
45,2.1,93,29031.6,7.0,10.98,39
46,0.1,99,4271.28,8.0,4.61,53
47,0.8,94,31575.99,16.4,10.68,48
48,2.4,87,17348.96,15.0,8.03,77
49,6.1,98,7823.85,16.1,5.04,62
