time_0,mean_temp,max_rel_humidity,sun_duration,wind_speed,swave_radiation,google_search
0,6.2,76,36213.93,22.2,16.64,74
1,7.5,88,26365.66,19.1,11.92,74
2,16.1,69,36227.6,19.2,16.77,76
3,19.0,93,16951.44,31.2,9.78,73
4,11.7,95,25200.0,32.0,12.52,59
5,3.6,67,33921.15,12.1,16.58,88
6,7.2,96,0.0,15.1,3.72,80
7,10.0,98,10766.51,11.7,8.73,49
8,12.3,100,28858.22,18.4,14.17,64
9,16.8,97,37052.42,16.7,14.66,0
10,15.5,97,5193.2,14.6,5.72,67
11,14.6,98,23291.35,18.0,11.91,0
12,14.4,92,23986.57,11.0,12.01,100
13,14.3,93,5978.31,20.1,6.26,52
14,10.8,97,3600.0,20.4,7.7,48
15,5.5,80,39406.01,15.5,21.1,54
16,6.5,92,39545.54,12.3,21.03,67
17,10.3,77,38041.3,12.4,20.67,45
18,13.9,87,39483.99,12.4,15.08,45
19,18.5,93,37540.92,23.8,17.26,57
20,16.0,97,7055.8,19.3,9.71,60
21,12.0,97,40239.48,9.4,21.1,0
22,10.8,83,20824.54,14.1,12.17,0
23,3.4,70,40519.02,24.3,22.17,79
24,4.8,94,40658.98,18.6,22.44,0
25,11.6,68,40798.95,15.3,21.99,0
26,10.2,65,38587.39,12.9,20.73,0
27,14.4,97,22301.92,18.6,13.93,0
28,9.8,98,41218.05,22.7,22.89,39
29,9.7,69,41357.18,19.5,21.12,45
30,13.7,77,28616.13,32.1,14.64,43
31,14.7,94,20956.06,37.3,13.28,0
32,8.2,91,41771.63,15.0,23.08,48
33,8.7,85,41908.52,10.6,23.75,54
34,12.3,88,41284.43,12.7,23.61,0
35,16.7,77,42170.48,21.1,21.22,0
36,18.8,86,39633.72,20.8,16.77,0
37,21.4,85,23163.27,22.2,11.63,0
38,19.7,95,2781.81,26.3,5.44,0
39,9.9,77,42369.12,26.3,20.47,52
40,8.8,62,17621.99,25.4,12.9,0
41,6.6,95,29962.57,15.5,16.15,0
42,8.0,91,42550.66,10.2,24.53,41
43,13.8,85,42099.72,20.3,23.24,42
44,18.0,96,38184.9,22.0,17.55,0
45,15.7,95,3629.09,15.3,7.37,0
46,17.2,96,10800.0,23.4,9.53,0
47,15.4,95,14824.63,26.1,12.07,0
48,12.6,75,43310.26,33.2,23.01,0
49,14.1,87,43553.98,12.4,25.8,0
