time_0,mean_temp,max_rel_humidity,sun_duration,wind_speed,swave_radiation,google_search
0,22.6,92,32120.25,8.6,13.09,57
1,21.4,99,16917.72,16.2,6.59,48
2,8.9,93,0.0,17.4,2.58,0
3,4.7,80,35464.3,21.7,15.98,38
4,3.9,73,35334.63,14.4,15.7,48
5,6.7,100,35018.04,11.9,15.18,0
6,9.5,60,35077.64,14.0,15.13,33
7,12.7,81,34906.8,11.4,14.35,0
8,13.7,97,34460.81,10.3,14.16,75
9,16.5,86,34127.95,18.1,13.75,64
10,19.0,87,29761.41,15.2,9.98,0
11,20.9,90,33689.01,24.9,13.41,0
12,18.1,93,220.45,17.7,3.09,0
13,12.2,96,23786.43,14.8,10.5,61
14,11.0,87,33267.75,13.6,13.69,36
15,10.8,76,32865.27,10.5,12.23,53
16,11.4,91,32498.49,11.6,13.01,39
17,11.5,79,28940.4,11.8,10.99,41
18,13.4,72,21746.9,12.8,10.23,0
19,16.8,80,32602.67,16.2,12.05,45
20,16.6,98,7495.29,16.1,4.22,80
21,11.3,96,31057.21,14.3,10.06,50
22,8.4,87,32477.99,10.7,12.52,48
23,13.3,91,26994.9,23.3,8.99,0
24,13.4,98,17476.31,19.8,7.01,0
25,7.5,89,1020.81,14.8,4.86,48
26,6.1,100,32483.58,9.7,12.19,57
27,8.5,98,32368.43,15.4,11.3,45
28,6.6,92,32305.04,11.5,11.05,56
29,8.6,92,659.08,21.9,2.71,41
30,2.4,90,30269.89,20.1,11.97,36
31,1.3,76,32186.51,15.8,12.38,0
32,3.7,84,32094.61,17.6,11.89,60
33,8.7,77,32000.36,17.4,11.33,33
34,12.2,98,3600.0,20.4,3.35,57
35,14.0,100,85.41,13.2,2.76,61
36,10.4,99,31831.57,19.6,10.63,49
37,8.6,92,31785.46,24.1,9.8,61
38,6.6,100,31725.1,19.7,10.57,0
39,5.4,86,31679.89,20.3,10.61,39
40,6.8,90,31627.87,15.3,11.15,92
41,11.0,79,31569.13,17.3,10.64,87
42,15.1,97,4321.35,24.7,3.64,50
43,5.9,92,31499.8,15.8,11.21,54
44,1.5,95,31452.09,10.1,11.29,57
45,4.3,82,31380.33,11.5,11.07,36
46,5.8,99,30070.26,10.0,10.37,76
47,5.7,82,31317.3,12.2,10.98,81
48,6.0,85,31275.48,11.9,11.16,100
49,9.1,91,7667.63,17.4,4.73,79
