time_0,mean_temp,max_rel_humidity,sun_duration,wind_speed,swave_radiation,google_search
0,0.1,62,32360.7,28.0,12.21,100
1,-3.8,68,21620.91,16.6,9.48,63
2,-8.6,79,276.22,11.4,4.0,59
3,-12.2,87,26901.43,14.6,12.61,62
4,-11.8,85,32693.23,12.7,13.49,55
5,-3.8,93,5753.98,13.3,4.02,0
6,-4.9,95,24520.6,21.6,11.64,45
7,-13.3,81,32974.2,12.9,12.7,61
8,-8.9,80,33072.98,11.9,13.09,69
9,-1.0,87,33174.07,13.9,12.73,47
10,6.8,97,2164.46,15.3,3.24,33
11,11.4,100,0.0,21.9,1.02,48
12,11.9,100,0.0,18.4,2.46,50
13,11.5,100,2850.45,11.8,4.19,42
14,9.0,100,9001.98,28.8,4.35,65
15,4.5,93,0.0,24.3,1.93,42
16,3.3,88,33175.48,13.8,13.11,34
17,4.3,93,32274.37,16.5,12.05,41
18,4.1,91,28102.23,13.0,8.3,45
19,4.4,92,33634.39,11.2,13.77,46
20,8.7,90,31696.82,11.0,13.4,67
21,8.7,94,34514.68,13.4,14.08,40
22,8.6,87,6696.98,13.8,7.46,45
23,8.7,73,34759.82,13.4,14.81,52
24,6.0,89,34885.22,10.0,14.8,33
25,7.4,94,35012.28,12.4,14.94,47
26,11.1,64,28480.16,22.4,11.35,39
27,13.6,97,7784.24,20.0,6.23,0
28,14.4,98,0.0,20.6,1.69,68
29,10.6,98,23557.9,13.2,9.26,51
30,8.4,99,0.0,22.5,2.73,27
31,4.7,95,35801.02,19.1,16.2,49
32,7.2,87,35895.59,12.8,15.96,52
33,10.8,76,35965.51,16.9,15.56,50
34,8.1,94,12545.19,25.3,9.06,46
35,-0.9,87,28496.54,20.1,14.18,53
36,-0.1,78,36035.14,11.2,17.41,34
37,3.1,88,36037.71,13.0,17.4,38
38,7.0,83,33507.43,12.2,16.7,36
39,10.0,82,36000.0,18.4,16.78,67
40,13.0,97,3600.0,26.5,4.26,69
41,11.1,98,36241.46,22.2,17.13,42
42,6.2,76,36213.93,22.2,16.64,49
43,7.5,88,26365.66,19.1,11.92,49
44,16.1,69,36227.6,19.2,16.77,50
45,19.0,93,16951.44,31.2,9.78,48
46,11.7,95,25200.0,32.0,12.52,39
47,3.6,67,33921.15,12.1,16.58,58
48,7.2,96,0.0,15.1,3.72,53
49,10.0,98,10766.51,11.7,8.73,33
