time_0,mean_temp,max_rel_humidity,sun_duration,wind_speed,swave_radiation,google_search
0,10.0,98,10766.51,11.7,8.73,49
1,12.3,100,28858.22,18.4,14.17,64
2,16.8,97,37052.42,16.7,14.66,0
3,15.5,97,5193.2,14.6,5.72,67
4,14.6,98,23291.35,18.0,11.91,0
5,14.4,92,23986.57,11.0,12.01,100
6,14.3,93,5978.31,20.1,6.26,52
7,10.8,97,3600.0,20.4,7.7,48
8,5.5,80,39406.01,15.5,21.1,54
9,6.5,92,39545.54,12.3,21.03,67
10,10.3,77,38041.3,12.4,20.67,45
11,13.9,87,39483.99,12.4,15.08,45
12,18.5,93,37540.92,23.8,17.26,57
13,16.0,97,7055.8,19.3,9.71,60
14,12.0,97,40239.48,9.4,21.1,0
15,10.8,83,20824.54,14.1,12.17,0
16,3.4,70,40519.02,24.3,22.17,79
17,4.8,94,40658.98,18.6,22.44,0
18,11.6,68,40798.95,15.3,21.99,0
19,10.2,65,38587.39,12.9,20.73,0
20,14.4,97,22301.92,18.6,13.93,0
21,9.8,98,41218.05,22.7,22.89,39
22,9.7,69,41357.18,19.5,21.12,45
23,13.7,77,28616.13,32.1,14.64,43
24,14.7,94,20956.06,37.3,13.28,0
25,8.2,91,41771.63,15.0,23.08,48
26,8.7,85,41908.52,10.6,23.75,54
27,12.3,88,41284.43,12.7,23.61,0
28,16.7,77,42170.48,21.1,21.22,0
29,18.8,86,39633.72,20.8,16.77,0
30,21.4,85,23163.27,22.2,11.63,0
31,19.7,95,2781.81,26.3,5.44,0
32,9.9,77,42369.12,26.3,20.47,52
33,8.8,62,17621.99,25.4,12.9,0
34,6.6,95,29962.57,15.5,16.15,0
35,8.0,91,42550.66,10.2,24.53,41
36,13.8,85,42099.72,20.3,23.24,42
37,18.0,96,38184.9,22.0,17.55,0
38,15.7,95,3629.09,15.3,7.37,0
39,17.2,96,10800.0,23.4,9.53,0
40,15.4,95,14824.63,26.1,12.07,0
41,12.6,75,43310.26,33.2,23.01,0
42,14.1,87,43553.98,12.4,25.8,0
43,19.4,76,43431.61,25.0,25.52,0
44,21.1,82,42812.11,16.9,20.25,0
45,22.0,85,31917.62,22.8,21.16,0
46,21.4,93,27268.95,24.5,15.99,0
47,21.6,99,27177.59,16.1,20.19,0
48,18.5,98,14958.86,16.6,11.82,57
49,13.5,90,37506.95,16.3,24.53,0
