time_0,mean_temp,max_rel_humidity,sun_duration,wind_speed,swave_radiation,google_search
0,9.8,94,14541.61,10.9,4.78,63
1,13.3,89,26003.11,16.2,8.44,63
2,13.9,97,10844.55,23.2,2.66,70
3,9.3,93,16533.87,10.5,6.76,64
4,6.5,97,30978.92,16.3,10.36,64
5,3.6,87,27100.33,15.3,8.56,62
6,3.5,92,3629.58,18.4,3.92,100
7,4.1,90,23615.79,16.5,7.13,67
8,5.1,89,29653.62,16.8,10.13,58
9,1.3,88,27928.78,14.6,7.09,67
10,2.1,93,29031.6,7.0,10.98,39
11,0.1,99,4271.28,8.0,4.61,53
12,0.8,94,31575.99,16.4,10.68,48
13,2.4,87,17348.96,15.0,8.03,77
14,6.1,98,7823.85,16.1,5.04,62
15,4.5,95,19874.56,19.5,6.4,51
16,3.9,91,26257.77,24.8,9.83,46
17,7.5,95,20562.78,41.4,5.97,43
18,4.0,77,28002.54,26.4,10.02,44
19,7.0,80,32214.85,18.1,11.88,45
20,9.2,90,11969.52,42.6,3.71,57
21,0.1,62,32360.7,28.0,12.21,57
22,-3.8,68,21620.91,16.6,9.48,36
23,-8.6,79,276.22,11.4,4.0,33
24,-12.2,87,26901.43,14.6,12.61,35
25,-11.8,85,32693.23,12.7,13.49,31
26,-3.8,93,5753.98,13.3,4.02,0
27,-4.9,95,24520.6,21.6,11.64,25
28,-13.3,81,32974.2,12.9,12.7,35
29,-8.9,80,33072.98,11.9,13.09,39
30,-1.0,87,33174.07,13.9,12.73,26
31,6.8,97,2164.46,15.3,3.24,19
32,11.4,100,0.0,21.9,1.02,27
33,11.9,100,0.0,18.4,2.46,28
34,11.5,100,2850.45,11.8,4.19,24
35,9.0,100,9001.98,28.8,4.35,37
36,4.5,93,0.0,24.3,1.93,24
37,3.3,88,33175.48,13.8,13.11,19
38,4.3,93,32274.37,16.5,12.05,23
39,4.1,91,28102.23,13.0,8.3,26
40,4.4,92,33634.39,11.2,13.77,26
41,8.7,90,31696.82,11.0,13.4,38
42,8.7,94,34514.68,13.4,14.08,23
43,8.6,87,6696.98,13.8,7.46,26
44,8.7,73,34759.82,13.4,14.81,29
45,6.0,89,34885.22,10.0,14.8,18
46,7.4,94,35012.28,12.4,14.94,27
47,11.1,64,28480.16,22.4,11.35,22
48,13.6,97,7784.24,20.0,6.23,0
49,14.4,98,0.0,20.6,1.69,38
