"Day","Mean","Lower","Upper"
51,0.163542772523881,0.160441015238172,0.167159294881522
52,0.162891901745503,0.159805201201277,0.166499622612234
53,0.162323310428786,0.15927573184921,0.165907971441688
54,0.161828335768009,0.158770617214694,0.165469927118696
55,0.161385984571924,0.158328551069378,0.164961263594608
56,0.160973978205945,0.157946916720922,0.164431226168644
57,0.160577647578257,0.157533784079131,0.164008030844678
58,0.160190464575155,0.157141347755868,0.16364380433087
59,0.15981173983699,0.156791723187951,0.163230546355588
60,0.159443603073945,0.156409603981154,0.162852481205073
61,0.159088384151066,0.15608776308464,0.162517536100736
62,0.158747234786897,0.15573599330807,0.162189759705382
63,0.158420009023344,0.155384677668621,0.1618727946005
64,0.158105803981833,0.155044506782778,0.161566170243174
65,0.15780355574046,0.154750232856833,0.161268847027913
66,0.157512393190484,0.154486832968009,0.160980003386093
67,0.157231726198399,0.154238764606985,0.160695824190571
68,0.156961172145661,0.154006130869784,0.16039935146828
69,0.156700438248707,0.153787964203662,0.16014195870844
70,0.156449234139557,0.153557706674577,0.159874086729391
71,0.156207236837258,0.153331936860498,0.159613588539482
72,0.155974095491445,0.153111729569698,0.159364614580465
73,0.155749452355543,0.152879152052742,0.159133289067351
74,0.15553296176892,0.152658540065805,0.158907133707632
75,0.155324299511813,0.152447976622303,0.158685748057489
76,0.155123163241474,0.152268364672683,0.158470054207457
77,0.154929268315198,0.152077542174093,0.158293947909913
78,0.154742343085493,0.151870743084165,0.158128483292435
