time_0,beta
0,0.10556018696333333
1,0.10401097456
2,0.09809228390333334
3,0.09951711714333333
4,0.10680705757333332
5,0.11202162759333334
6,0.1096546813
7,0.1060372586
8,0.10884624897666666
9,0.10397217562333333
10,0.11187052005
11,0.11201517353666667
12,0.11171487868666667
13,0.11635548826666667
14,0.11838074682000001
15,0.11668629826
16,0.12056520073666666
17,0.11786696426000001
18,0.12275786385000001
19,0.12883591516333334
20,0.12863547800666666
21,0.12234883323000001
22,0.12927468194
23,0.12936163796333333
24,0.13411189890333333
25,0.13910109614
26,0.13674146722333333
27,0.13942600877999997
28,0.13550651194666666
29,0.12990500276666667
30,0.12499858905333333
31,0.13681705764666668
32,0.14413722870333334
33,0.14870689530666667
34,0.1527195388
35,0.14961815992
36,0.14923332239666667
37,0.1529805874
38,0.14910390679333332
39,0.14908018545666665
40,0.14256278268333333
41,0.14467826966333333
42,0.15697661206666666
43,0.16121591334666666
44,0.16225940928
45,0.16975012203333334
46,0.17406343573333335
47,0.17690233593333335
48,0.1787457224
49,0.17717695936666666
