time_0,mean_temp,max_rel_humidity,sun_duration,wind_speed,swave_radiation,google_search
0,15.8,91,19753.52,12.5,11.8,100
1,14.4,95,29444.72,12.3,13.21,87
2,12.5,98,2885.92,12.3,6.0,89
3,13.2,100,36329.95,13.2,15.08,0
4,13.6,100,36972.82,16.5,18.59,0
5,13.5,100,22716.17,16.5,9.75,0
6,13.4,91,18969.49,16.6,10.44,83
7,13.1,93,18071.16,25.6,8.07,0
8,12.5,95,31903.1,27.4,15.18,78
9,11.5,93,38069.77,17.7,18.84,0
10,12.3,93,37396.55,13.8,19.12,0
11,11.5,97,15329.3,19.9,8.1,0
12,12.0,92,35008.53,17.4,17.35,0
13,12.1,93,38931.36,15.0,19.84,0
14,14.1,85,38571.01,12.6,20.54,0
15,13.7,95,37991.54,14.7,17.93,0
16,12.6,100,35477.85,18.6,16.6,0
17,12.9,95,37578.32,17.3,17.02,0
18,13.5,94,38773.88,18.1,17.11,0
19,13.8,92,40092.08,18.8,22.19,0
20,12.3,93,38335.34,16.1,15.99,0
21,13.4,95,38520.18,18.1,16.92,0
22,13.4,93,39473.37,13.4,19.3,0
23,14.9,92,39953.57,21.5,18.06,0
24,15.5,88,40737.35,13.0,21.25,0
25,16.1,96,40866.75,13.2,21.59,0
26,14.8,99,40996.08,17.1,21.8,0
27,14.6,100,34608.34,18.3,19.46,0
28,13.5,100,31396.19,28.1,14.95,0
29,11.6,90,34685.02,21.7,18.4,0
30,11.4,90,38823.89,19.3,21.77,0
31,13.0,89,41638.65,21.7,22.05,0
32,13.3,97,41765.79,17.2,21.91,0
33,13.4,98,32400.0,20.9,20.44,0
34,12.8,100,37641.2,20.3,19.0,0
35,11.6,96,23490.81,24.5,11.12,0
36,11.6,93,25924.55,20.9,13.36,0
37,12.0,92,42390.12,20.3,22.33,0
38,14.7,91,42512.35,14.2,24.5,0
39,15.5,98,42634.6,15.3,24.65,0
40,12.4,100,27989.13,23.0,12.64,0
41,9.2,89,33299.78,24.5,17.04,0
42,9.8,92,42823.42,17.8,25.48,0
43,12.0,83,41782.36,15.0,24.35,80
44,14.6,82,42911.77,11.6,25.67,0
45,16.5,70,42955.87,21.6,26.09,0
46,19.0,72,42999.91,16.1,25.89,0
47,19.1,87,43043.91,20.9,25.77,0
48,15.0,100,34075.14,21.1,20.65,0
49,13.6,89,7268.48,29.6,8.4,0
