time_0,mean_temp,max_rel_humidity,sun_duration,wind_speed,swave_radiation,google_search
0,15.8,39,32028.34,10.4,11.98,83
1,17.1,36,21218.35,9.8,8.2,63
2,16.5,80,21428.4,13.8,7.78,87
3,16.0,89,20386.37,16.4,7.88,47
4,14.4,98,0.0,18.9,2.84,55
5,14.4,96,0.0,20.9,2.99,98
6,14.1,94,21777.54,18.6,8.77,85
7,13.5,95,28684.21,13.4,7.93,69
8,13.0,92,31129.41,8.6,10.09,60
9,13.2,93,31946.46,10.5,11.14,98
10,13.0,92,25840.63,9.7,8.68,60
11,13.3,97,24981.17,11.0,9.21,92
12,13.2,97,32082.47,6.5,11.28,63
13,13.5,97,26537.04,9.6,8.61,71
14,12.6,100,19560.4,13.0,6.8,74
15,11.9,94,3831.87,15.5,5.72,100
16,11.4,87,30895.0,9.4,11.39,88
17,11.7,93,32181.39,11.6,11.13,52
18,11.5,98,30757.22,19.4,10.18,79
19,9.7,80,32558.3,18.1,10.09,75
20,10.0,85,27904.73,10.7,10.67,66
21,10.0,91,30726.04,12.0,11.75,81
22,9.5,92,32708.95,30.4,12.34,79
23,7.5,72,32764.62,21.8,12.41,69
24,8.9,74,31966.16,11.3,12.02,61
25,8.8,87,32883.68,21.4,12.08,60
26,9.9,90,32946.93,29.0,12.62,49
27,9.5,76,33012.54,11.5,12.37,79
28,10.1,82,33081.14,13.4,12.02,60
29,9.6,93,30871.59,13.0,11.55,65
30,11.6,92,32999.38,11.6,11.87,46
31,12.8,96,33306.25,14.7,12.52,55
32,12.2,97,28125.88,10.5,10.08,0
33,13.2,97,29679.42,10.9,12.15,0
34,13.6,95,22111.02,12.2,9.9,57
35,13.2,94,287.29,19.4,3.11,68
36,13.3,98,20060.87,15.0,7.02,54
37,13.4,98,8998.42,23.4,4.41,47
38,13.7,100,30501.48,29.3,11.65,58
39,12.9,96,15831.18,11.9,8.36,59
40,13.4,97,28178.86,21.6,10.73,41
41,12.8,92,34219.99,10.2,13.63,40
42,14.3,77,34321.47,10.5,13.54,51
43,16.4,72,34007.38,10.8,13.59,0
44,17.1,73,34528.17,10.5,14.06,0
45,16.4,93,32434.45,10.4,13.81,0
46,13.8,95,32364.5,17.4,12.96,43
47,11.8,99,17794.23,35.5,6.59,0
48,11.2,99,34953.66,19.8,13.46,0
49,10.8,93,26083.99,18.1,12.51,53
