time_0,mean_temp,max_rel_humidity,sun_duration,wind_speed,swave_radiation,google_search
0,19.9,96,37199.71,17.2,16.68,0
1,23.8,66,37893.52,16.2,16.86,0
2,21.9,86,37765.41,12.5,16.63,0
3,20.6,100,35915.08,15.1,15.52,0
4,21.8,88,37510.57,13.2,16.57,0
5,22.8,98,37311.48,17.4,15.96,0
6,23.0,84,36968.38,17.4,15.72,0
7,21.5,94,37010.05,18.4,15.87,0
8,18.2,100,31534.74,16.6,14.05,62
9,19.2,93,35374.55,14.6,13.34,0
10,18.0,96,34750.16,16.8,14.46,0
11,18.6,93,24349.48,13.6,8.79,0
12,18.2,97,34864.3,15.4,14.35,0
13,17.6,93,34904.12,17.7,13.46,71
14,16.1,98,33451.51,21.2,13.54,66
15,17.3,64,35877.21,12.9,16.27,0
16,16.3,26,35795.72,16.4,16.12,0
17,17.9,26,35610.26,15.4,15.85,0
18,19.1,30,35329.2,16.3,15.63,94
19,20.5,31,35254.12,16.3,15.42,0
20,20.0,99,35084.15,15.5,15.28,0
21,19.3,96,34920.07,15.9,14.22,0
22,18.2,95,34586.26,14.1,14.39,0
23,17.0,99,34441.95,17.3,14.0,72
24,17.9,98,31474.44,19.1,11.64,0
25,16.7,58,34407.81,16.5,14.72,0
26,16.5,39,34348.91,20.2,15.03,76
27,15.7,31,34290.36,13.0,13.19,71
28,17.3,36,34166.78,13.1,14.57,0
29,18.5,33,33856.68,12.1,14.51,0
30,17.7,60,33191.53,14.1,12.19,0
31,19.2,40,33903.54,14.0,14.09,0
32,15.9,95,5804.03,24.7,4.42,0
33,16.7,97,32091.23,11.4,12.09,77
34,16.8,97,33366.04,15.4,13.02,0
35,16.9,98,29648.62,11.7,9.93,62
36,15.3,98,33441.61,42.6,12.92,80
37,12.7,79,33429.03,11.5,13.71,88
38,14.5,67,33228.32,12.1,13.47,0
39,15.7,64,32477.97,10.3,13.16,0
40,16.3,93,32792.15,13.5,12.46,85
41,14.8,91,32784.0,14.9,11.39,61
42,13.2,92,32987.09,10.3,12.77,0
43,12.6,54,29410.9,11.5,10.12,83
44,14.2,44,32072.68,13.2,11.56,75
45,14.8,42,32708.87,16.0,12.7,0
46,13.0,92,32142.27,16.1,10.31,0
47,13.0,91,25460.53,18.7,9.89,89
48,13.6,84,32365.5,22.9,12.1,100
49,13.3,83,32310.79,12.4,12.13,73
