time_0,mean_temp,max_rel_humidity,sun_duration,wind_speed,swave_radiation,google_search
0,20.3,90,26967.23,18.4,16.71,0
1,20.1,87,21584.51,16.0,12.83,0
2,20.4,96,41338.28,16.8,19.57,98
3,19.6,97,41124.61,19.6,20.37,0
4,20.0,91,40823.04,18.2,19.0,0
5,19.0,92,24708.63,15.7,12.49,0
6,19.3,91,27019.96,17.9,15.76,0
7,19.8,99,33610.11,17.4,19.57,73
8,19.4,100,34004.94,19.5,20.21,0
9,19.1,100,32914.83,19.2,19.13,73
10,20.2,96,39720.07,19.6,20.84,0
11,20.7,99,34585.27,16.0,18.21,0
12,19.4,100,32549.5,16.9,17.92,0
13,19.7,94,28945.07,17.9,16.09,0
14,17.9,90,31462.59,23.1,12.72,0
15,16.4,95,38466.78,13.2,15.27,0
16,16.5,94,38858.0,16.5,18.94,0
17,19.8,92,38812.71,17.9,18.78,0
18,23.6,61,38767.0,15.5,18.9,0
19,25.0,58,38720.86,16.9,18.91,0
20,25.4,55,38674.34,13.7,18.84,69
21,24.4,83,38627.41,15.0,18.37,0
22,23.1,85,38580.1,17.0,17.41,0
23,19.9,100,36380.33,15.1,16.0,0
24,18.7,100,36000.0,15.8,15.83,0
25,20.1,92,37301.35,29.5,17.13,0
26,19.4,84,37361.95,16.6,17.59,74
27,19.9,95,38150.61,18.4,16.19,0
28,19.9,96,37199.71,17.2,16.68,0
29,23.8,66,37893.52,16.2,16.86,0
30,21.9,86,37765.41,12.5,16.63,0
31,20.6,100,35915.08,15.1,15.52,0
32,21.8,88,37510.57,13.2,16.57,0
33,22.8,98,37311.48,17.4,15.96,0
34,23.0,84,36968.38,17.4,15.72,0
35,21.5,94,37010.05,18.4,15.87,0
36,18.2,100,31534.74,16.6,14.05,66
37,19.2,93,35374.55,14.6,13.34,0
38,18.0,96,34750.16,16.8,14.46,0
39,18.6,93,24349.48,13.6,8.79,0
40,18.2,97,34864.3,15.4,14.35,0
41,17.6,93,34904.12,17.7,13.46,75
42,16.1,98,33451.51,21.2,13.54,70
43,17.3,64,35877.21,12.9,16.27,0
44,16.3,26,35795.72,16.4,16.12,0
45,17.9,26,35610.26,15.4,15.85,0
46,19.1,30,35329.2,16.3,15.63,100
47,20.5,31,35254.12,16.3,15.42,0
48,20.0,99,35084.15,15.5,15.28,0
49,19.3,96,34920.07,15.9,14.22,0
