time_0,mean_temp,max_rel_humidity,sun_duration,wind_speed,swave_radiation,google_search
0,10.0,91,30726.04,12.0,11.75,100
1,9.5,92,32708.95,30.4,12.34,98
2,7.5,72,32764.62,21.8,12.41,85
3,8.9,74,31966.16,11.3,12.02,75
4,8.8,87,32883.68,21.4,12.08,75
5,9.9,90,32946.93,29.0,12.62,61
6,9.5,76,33012.54,11.5,12.37,98
7,10.1,82,33081.14,13.4,12.02,74
8,9.6,93,30871.59,13.0,11.55,81
9,11.6,92,32999.38,11.6,11.87,57
10,12.8,96,33306.25,14.7,12.52,68
11,12.2,97,28125.88,10.5,10.08,0
12,13.2,97,29679.42,10.9,12.15,0
13,13.6,95,22111.02,12.2,9.9,71
14,13.2,94,287.29,19.4,3.11,84
15,13.3,98,20060.87,15.0,7.02,67
16,13.4,98,8998.42,23.4,4.41,58
17,13.7,100,30501.48,29.3,11.65,72
18,12.9,96,15831.18,11.9,8.36,73
19,13.4,97,28178.86,21.6,10.73,51
20,12.8,92,34219.99,10.2,13.63,50
21,14.3,77,34321.47,10.5,13.54,63
22,16.4,72,34007.38,10.8,13.59,0
23,17.1,73,34528.17,10.5,14.06,0
24,16.4,93,32434.45,10.4,13.81,0
25,13.8,95,32364.5,17.4,12.96,54
26,11.8,99,17794.23,35.5,6.59,0
27,11.2,99,34953.66,19.8,13.46,0
28,10.8,93,26083.99,18.1,12.51,66
29,11.6,92,3210.62,31.5,2.76,0
30,12.3,99,0.0,22.0,1.84,49
31,10.7,98,11584.5,14.8,5.73,0
32,10.2,98,35329.89,23.7,13.07,0
33,8.9,95,35386.62,14.8,12.96,48
34,9.8,93,35444.76,17.6,13.79,49
35,9.8,81,35504.23,19.9,16.32,61
36,9.3,81,35603.59,10.2,16.47,57
37,11.2,75,35664.82,10.1,16.54,72
38,11.0,94,35725.92,10.6,15.81,0
39,11.0,95,25964.89,10.8,10.14,0
40,11.5,99,35847.7,15.3,15.95,60
41,13.3,99,32490.48,13.9,13.77,0
42,12.1,100,21780.21,17.2,10.12,76
43,13.1,96,10351.89,9.4,6.84,57
44,13.4,96,0.0,20.5,3.19,0
45,13.2,96,0.0,18.5,2.72,0
46,13.4,97,34465.47,15.6,15.71,60
47,12.5,94,36501.75,15.1,17.37,62
48,14.3,82,33000.24,9.7,16.59,48
49,15.8,91,19753.52,12.5,11.8,58
