time_0,mean_temp,max_rel_humidity,sun_duration,wind_speed,swave_radiation,google_search
0,10.8,93,26083.99,18.1,12.51,87
1,11.6,92,3210.62,31.5,2.76,0
2,12.3,99,0.0,22.0,1.84,66
3,10.7,98,11584.5,14.8,5.73,0
4,10.2,98,35329.89,23.7,13.07,0
5,8.9,95,35386.62,14.8,12.96,64
6,9.8,93,35444.76,17.6,13.79,65
7,9.8,81,35504.23,19.9,16.32,81
8,9.3,81,35603.59,10.2,16.47,75
9,11.2,75,35664.82,10.1,16.54,95
10,11.0,94,35725.92,10.6,15.81,0
11,11.0,95,25964.89,10.8,10.14,0
12,11.5,99,35847.7,15.3,15.95,79
13,13.3,99,32490.48,13.9,13.77,0
14,12.1,100,21780.21,17.2,10.12,100
15,13.1,96,10351.89,9.4,6.84,75
16,13.4,96,0.0,20.5,3.19,0
17,13.2,96,0.0,18.5,2.72,0
18,13.4,97,34465.47,15.6,15.71,80
19,12.5,94,36501.75,15.1,17.37,82
20,14.3,82,33000.24,9.7,16.59,64
21,15.8,91,19753.52,12.5,11.8,77
22,14.4,95,29444.72,12.3,13.21,67
23,12.5,98,2885.92,12.3,6.0,69
24,13.2,100,36329.95,13.2,15.08,0
25,13.6,100,36972.82,16.5,18.59,0
26,13.5,100,22716.17,16.5,9.75,0
27,13.4,91,18969.49,16.6,10.44,64
28,13.1,93,18071.16,25.6,8.07,0
29,12.5,95,31903.1,27.4,15.18,60
30,11.5,93,38069.77,17.7,18.84,0
31,12.3,93,37396.55,13.8,19.12,0
32,11.5,97,15329.3,19.9,8.1,0
33,12.0,92,35008.53,17.4,17.35,0
34,12.1,93,38931.36,15.0,19.84,0
35,14.1,85,38571.01,12.6,20.54,0
36,13.7,95,37991.54,14.7,17.93,0
37,12.6,100,35477.85,18.6,16.6,0
38,12.9,95,37578.32,17.3,17.02,0
39,13.5,94,38773.88,18.1,17.11,0
40,13.8,92,40092.08,18.8,22.19,0
41,12.3,93,38335.34,16.1,15.99,0
42,13.4,95,38520.18,18.1,16.92,0
43,13.4,93,39473.37,13.4,19.3,0
44,14.9,92,39953.57,21.5,18.06,0
45,15.5,88,40737.35,13.0,21.25,0
46,16.1,96,40866.75,13.2,21.59,0
47,14.8,99,40996.08,17.1,21.8,0
48,14.6,100,34608.34,18.3,19.46,0
49,13.5,100,31396.19,28.1,14.95,0
